timestamp_utc,price_eur_mwh,n_active_outages,total_unavailable_mw,outage_texts,outage_assets,outage_fuel_types,has_unplanned_outage
2024-01-04 20:00:00,39.23,0,0.0,,,,False
2024-01-04 21:00:00,94.86,0,0.0,,,,False
2024-01-04 22:00:00,88.83,0,0.0,,,,False
2024-01-04 23:00:00,24.97,0,0.0,,,,False
2024-01-05 00:00:00,54.6,0,0.0,,,,False
2024-01-05 01:00:00,77.01,0,0.0,,,,False
2024-01-05 02:00:00,47.58,0,0.0,,,,False
2024-01-05 03:00:00,102.45,0,0.0,,,,False
2024-01-05 04:00:00,100.35,0,0.0,,,,False
2024-01-05 05:00:00,45.07,0,0.0,,,,False
2024-01-05 06:00:00,87.0,0,0.0,,,,False
2024-01-05 07:00:00,42.41,0,0.0,,,,False
2024-01-05 08:00:00,94.93,0,0.0,,,,False
2024-01-05 09:00:00,102.42,0,0.0,,,,False
2024-01-05 10:00:00,30.08,0,0.0,,,,False
2024-01-05 11:00:00,92.24,0,0.0,,,,False
2024-01-05 12:00:00,74.3,0,0.0,,,,False
2024-01-05 13:00:00,77.4,0,0.0,,,,False
2024-01-05 14:00:00,105.13,0,0.0,,,,False
2024-01-05 15:00:00,78.9,0,0.0,,,,False
2024-01-05 16:00:00,84.95,0,0.0,,,,False
2024-01-05 17:00:00,99.32,0,0.0,,,,False
2024-01-05 18:00:00,85.41,0,0.0,,,,False
2024-01-05 19:00:00,42.0,0,0.0,,,,False
2024-01-05 20:00:00,94.19,0,0.0,,,,False
2024-01-05 21:00:00,82.45,0,0.0,,,,False
2024-01-05 22:00:00,86.8,0,0.0,,,,False
2024-01-05 23:00:00,89.98,0,0.0,,,,False
2024-01-06 00:00:00,80.2,0,0.0,,,,False
2024-01-06 01:00:00,84.9,0,0.0,,,,False
2024-01-06 02:00:00,66.15,0,0.0,,,,False
2024-01-06 03:00:00,79.99,0,0.0,,,,False
2024-01-06 04:00:00,74.59,0,0.0,,,,False
2024-01-06 05:00:00,72.3,0,0.0,,,,False
2024-01-06 06:00:00,64.32,0,0.0,,,,False
2024-01-06 07:00:00,114.93,0,0.0,,,,False
2024-01-06 08:00:00,73.48,0,0.0,,,,False
2024-01-06 09:00:00,89.98,0,0.0,,,,False
2024-01-06 10:00:00,103.58,0,0.0,,,,False
2024-01-06 11:00:00,81.1,0,0.0,,,,False
2024-01-06 12:00:00,72.43,0,0.0,,,,False
2024-01-06 13:00:00,102.5,0,0.0,,,,False
2024-01-06 14:00:00,36.24,0,0.0,,,,False
2024-01-06 15:00:00,104.92,0,0.0,,,,False
2024-01-06 16:00:00,99.98,0,0.0,,,,False
2024-01-06 17:00:00,73.9,0,0.0,,,,False
2024-01-06 18:00:00,115.66,0,0.0,,,,False
2024-01-06 19:00:00,98.5,0,0.0,,,,False
2024-01-06 20:00:00,88.0,0,0.0,,,,False
2024-01-06 21:00:00,132.43,0,0.0,,,,False
2024-01-06 22:00:00,97.42,0,0.0,,,,False
2024-01-06 23:00:00,91.7,0,0.0,,,,False
2024-01-07 00:00:00,79.82,0,0.0,,,,False
2024-01-07 01:00:00,76.76,0,0.0,,,,False
2024-01-07 02:00:00,56.0,0,0.0,,,,False
2024-01-07 03:00:00,158.2,0,0.0,,,,False
2024-01-07 04:00:00,70.8,0,0.0,,,,False
2024-01-07 05:00:00,74.91,0,0.0,,,,False
2024-01-07 06:00:00,77.69,0,0.0,,,,False
2024-01-07 07:00:00,81.79,0,0.0,,,,False
2024-01-07 08:00:00,112.44,0,0.0,,,,False
2024-01-07 09:00:00,69.91,0,0.0,,,,False
2024-01-07 10:00:00,67.41,0,0.0,,,,False
2024-01-07 11:00:00,119.4,0,0.0,,,,False
2024-01-07 12:00:00,93.3,0,0.0,,,,False
2024-01-07 13:00:00,58.96,0,0.0,,,,False
2024-01-07 14:00:00,88.01,0,0.0,,,,False
2024-01-07 15:00:00,72.41,0,0.0,,,,False
2024-01-07 16:00:00,58.5,0,0.0,,,,False
2024-01-07 17:00:00,94.9,0,0.0,,,,False
2024-01-07 18:00:00,66.24,0,0.0,,,,False
2024-01-07 19:00:00,107.44,0,0.0,,,,False
2024-01-07 20:00:00,58.5,0,0.0,,,,False
2024-01-07 21:00:00,116.0,0,0.0,,,,False
2024-01-07 22:00:00,89.57,0,0.0,,,,False
2024-01-07 23:00:00,122.47,0,0.0,,,,False
2024-01-08 00:00:00,84.32,0,0.0,,,,False
2024-01-08 01:00:00,81.82,0,0.0,,,,False
2024-01-08 02:00:00,98.7,0,0.0,,,,False
2024-01-08 03:00:00,78.48,0,0.0,,,,False
2024-01-08 04:00:00,95.85,0,0.0,,,,False
2024-01-08 05:00:00,77.0,0,0.0,,,,False
2024-01-08 06:00:00,54.25,0,0.0,,,,False
2024-01-08 07:00:00,72.3,0,0.0,,,,False
2024-01-08 08:00:00,79.0,0,0.0,,,,False
2024-01-08 09:00:00,89.5,0,0.0,,,,False
2024-01-08 10:00:00,104.03,0,0.0,,,,False
2024-01-08 11:00:00,110.0,0,0.0,,,,False
2024-01-08 12:00:00,67.3,0,0.0,,,,False
2024-01-08 13:00:00,100.0,0,0.0,,,,False
2024-01-08 14:00:00,72.6,0,0.0,,,,False
2024-01-08 15:00:00,81.1,0,0.0,,,,False
2024-01-08 16:00:00,55.3,0,0.0,,,,False
2024-01-08 17:00:00,81.05,0,0.0,,,,False
2024-01-08 18:00:00,94.91,0,0.0,,,,False
2024-01-08 19:00:00,89.4,0,0.0,,,,False
2024-01-08 20:00:00,102.83,0,0.0,,,,False
2024-01-08 21:00:00,99.98,0,0.0,,,,False
2024-01-08 22:00:00,91.49,0,0.0,,,,False
2024-01-08 23:00:00,114.94,0,0.0,,,,False
2024-01-09 00:00:00,87.9,0,0.0,,,,False
2024-01-09 01:00:00,111.5,0,0.0,,,,False
2024-01-09 02:00:00,84.14,0,0.0,,,,False
2024-01-09 03:00:00,103.24,0,0.0,,,,False
2024-01-09 04:00:00,102.4,0,0.0,,,,False
2024-01-09 05:00:00,120.3,0,0.0,,,,False
2024-01-09 06:00:00,67.4,0,0.0,,,,False
2024-01-09 07:00:00,133.24,0,0.0,,,,False
2024-01-09 08:00:00,83.1,0,0.0,,,,False
2024-01-09 09:00:00,113.19,0,0.0,,,,False
2024-01-09 10:00:00,56.1,0,0.0,,,,False
2024-01-09 11:00:00,86.76,0,0.0,,,,False
2024-01-09 12:00:00,100.82,0,0.0,,,,False
2024-01-09 13:00:00,110.89,0,0.0,,,,False
2024-01-09 14:00:00,97.5,0,0.0,,,,False
2024-01-09 15:00:00,99.99,0,0.0,,,,False
2024-01-09 16:00:00,73.3,0,0.0,,,,False
2024-01-09 17:00:00,137.8,0,0.0,,,,False
2024-01-09 18:00:00,130.43,0,0.0,,,,False
2024-01-09 19:00:00,120.24,0,0.0,,,,False
2024-01-09 20:00:00,108.87,0,0.0,,,,False
2024-01-09 21:00:00,98.2,0,0.0,,,,False
2024-01-09 22:00:00,107.41,0,0.0,,,,False
2024-01-09 23:00:00,64.6,0,0.0,,,,False
2024-01-10 00:00:00,95.06,0,0.0,,,,False
2024-01-10 01:00:00,85.06,0,0.0,,,,False
2024-01-10 02:00:00,87.0,0,0.0,,,,False
2024-01-10 03:00:00,104.93,0,0.0,,,,False
2024-01-10 04:00:00,101.0,0,0.0,,,,False
2024-01-10 05:00:00,133.4,0,0.0,,,,False
2024-01-10 06:00:00,80.1,0,0.0,,,,False
2024-01-10 07:00:00,141.28,0,0.0,,,,False
2024-01-10 08:00:00,85.09,0,0.0,,,,False
2024-01-10 09:00:00,118.56,0,0.0,,,,False
2024-01-10 10:00:00,109.4,0,0.0,,,,False
2024-01-10 11:00:00,99.96,0,0.0,,,,False
2024-01-10 12:00:00,105.61,0,0.0,,,,False
2024-01-10 13:00:00,112.91,0,0.0,,,,False
2024-01-10 14:00:00,122.45,0,0.0,,,,False
2024-01-10 15:00:00,102.43,0,0.0,,,,False
2024-01-10 16:00:00,105.8,0,0.0,,,,False
2024-01-10 17:00:00,140.0,0,0.0,,,,False
2024-01-10 18:00:00,138.6,0,0.0,,,,False
2024-01-10 19:00:00,50.05,0,0.0,,,,False
2024-01-10 20:00:00,90.28,0,0.0,,,,False
2024-01-10 21:00:00,75.6,0,0.0,,,,False
2024-01-10 22:00:00,96.03,0,0.0,,,,False
2024-01-10 23:00:00,112.58,0,0.0,,,,False
2024-01-11 00:00:00,150.64,0,0.0,,,,False
2024-01-11 01:00:00,87.25,0,0.0,,,,False
2024-01-11 02:00:00,80.09,0,0.0,,,,False
2024-01-11 03:00:00,88.58,0,0.0,,,,False
2024-01-11 04:00:00,115.04,0,0.0,,,,False
2024-01-11 05:00:00,85.01,0,0.0,,,,False
2024-01-11 06:00:00,181.87,0,0.0,,,,False
2024-01-11 07:00:00,141.0,0,0.0,,,,False
2024-01-11 08:00:00,109.14,0,0.0,,,,False
2024-01-11 09:00:00,103.7,0,0.0,,,,False
2024-01-11 10:00:00,80.08,0,0.0,,,,False
2024-01-11 11:00:00,187.42,0,0.0,,,,False
2024-01-11 12:00:00,119.91,0,0.0,,,,False
2024-01-11 13:00:00,93.3,0,0.0,,,,False
2024-01-11 14:00:00,85.09,0,0.0,,,,False
2024-01-11 15:00:00,137.35,0,0.0,,,,False
2024-01-11 16:00:00,103.88,0,0.0,,,,False
2024-01-11 17:00:00,136.69,0,0.0,,,,False
2024-01-11 18:00:00,68.4,0,0.0,,,,False
2024-01-11 19:00:00,117.88,0,0.0,,,,False
2024-01-11 20:00:00,133.9,0,0.0,,,,False
2024-01-11 21:00:00,94.9,0,0.0,,,,False
2024-01-11 22:00:00,97.58,0,0.0,,,,False
2024-01-11 23:00:00,107.52,0,0.0,,,,False
2024-01-12 00:00:00,164.9,0,0.0,,,,False
2024-01-12 01:00:00,85.22,0,0.0,,,,False
2024-01-12 02:00:00,137.56,0,0.0,,,,False
2024-01-12 03:00:00,87.58,0,0.0,,,,False
2024-01-12 04:00:00,100.08,0,0.0,,,,False
2024-01-12 05:00:00,131.3,0,0.0,,,,False
2024-01-12 06:00:00,75.02,0,0.0,,,,False
2024-01-12 07:00:00,100.04,0,0.0,,,,False
2024-01-12 08:00:00,122.56,0,0.0,,,,False
2024-01-12 09:00:00,130.6,0,0.0,,,,False
2024-01-12 10:00:00,114.73,0,0.0,,,,False
2024-01-12 11:00:00,106.98,0,0.0,,,,False
2024-01-12 12:00:00,127.59,0,0.0,,,,False
2024-01-12 13:00:00,105.05,0,0.0,,,,False
2024-01-12 14:00:00,80.06,0,0.0,,,,False
2024-01-12 15:00:00,145.7,0,0.0,,,,False
2024-01-12 16:00:00,118.1,0,0.0,,,,False
2024-01-12 17:00:00,137.6,0,0.0,,,,False
2024-01-12 18:00:00,164.87,0,0.0,,,,False
2024-01-12 19:00:00,123.9,0,0.0,,,,False
2024-01-12 20:00:00,98.48,0,0.0,,,,False
2024-01-12 21:00:00,87.57,0,0.0,,,,False
2024-01-12 22:00:00,82.59,0,0.0,,,,False
2024-01-12 23:00:00,117.42,0,0.0,,,,False
2024-01-13 00:00:00,95.4,0,0.0,,,,False
2024-01-13 01:00:00,102.58,0,0.0,,,,False
2024-01-13 02:00:00,130.08,0,0.0,,,,False
2024-01-13 03:00:00,169.9,0,0.0,,,,False
2024-01-13 04:00:00,74.92,0,0.0,,,,False
2024-01-13 05:00:00,122.58,0,0.0,,,,False
2024-01-13 06:00:00,115.02,0,0.0,,,,False
2024-01-13 07:00:00,97.9,0,0.0,,,,False
2024-01-13 08:00:00,130.2,0,0.0,,,,False
2024-01-13 09:00:00,102.58,0,0.0,,,,False
2024-01-13 10:00:00,95.02,0,0.0,,,,False
2024-01-13 11:00:00,100.45,0,0.0,,,,False
2024-01-13 12:00:00,122.6,0,0.0,,,,False
2024-01-13 13:00:00,115.01,0,0.0,,,,False
2024-01-13 14:00:00,68.61,0,0.0,,,,False
2024-01-13 15:00:00,71.4,0,0.0,,,,False
2024-01-13 16:00:00,115.3,0,0.0,,,,False
2024-01-13 17:00:00,74.93,0,0.0,,,,False
2024-01-13 18:00:00,75.23,0,0.0,,,,False
2024-01-13 19:00:00,73.06,0,0.0,,,,False
2024-01-13 20:00:00,127.54,0,0.0,,,,False
2024-01-13 21:00:00,104.3,0,0.0,,,,False
2024-01-13 22:00:00,63.16,0,0.0,,,,False
2024-01-13 23:00:00,73.97,0,0.0,,,,False
2024-01-14 00:00:00,130.1,0,0.0,,,,False
2024-01-14 01:00:00,62.93,0,0.0,,,,False
2024-01-14 02:00:00,37.44,0,0.0,,,,False
2024-01-14 03:00:00,59.48,0,0.0,,,,False
2024-01-14 04:00:00,65.2,0,0.0,,,,False
2024-01-14 05:00:00,39.98,0,0.0,,,,False
2024-01-14 06:00:00,93.73,0,0.0,,,,False
2024-01-14 07:00:00,161.0,0,0.0,,,,False
2024-01-14 08:00:00,102.4,0,0.0,,,,False
2024-01-14 09:00:00,96.54,0,0.0,,,,False
2024-01-14 10:00:00,37.45,0,0.0,,,,False
2024-01-14 11:00:00,80.39,0,0.0,,,,False
2024-01-14 12:00:00,39.91,0,0.0,,,,False
2024-01-14 13:00:00,84.94,0,0.0,,,,False
2024-01-14 14:00:00,78.8,0,0.0,,,,False
2024-01-14 15:00:00,124.59,0,0.0,,,,False
2024-01-14 16:00:00,44.9,0,0.0,,,,False
2024-01-14 17:00:00,37.0,0,0.0,,,,False
2024-01-14 18:00:00,88.91,0,0.0,,,,False
2024-01-14 19:00:00,81.0,0,0.0,,,,False
2024-01-14 20:00:00,117.58,0,0.0,,,,False
2024-01-14 21:00:00,75.39,0,0.0,,,,False
2024-01-14 22:00:00,72.6,0,0.0,,,,False
2024-01-14 23:00:00,67.9,0,0.0,,,,False
2024-01-15 00:00:00,68.7,0,0.0,,,,False
2024-01-15 01:00:00,63.94,0,0.0,,,,False
2024-01-15 02:00:00,62.04,0,0.0,,,,False
2024-01-15 03:00:00,34.97,0,0.0,,,,False
2024-01-15 04:00:00,122.58,0,0.0,,,,False
2024-01-15 05:00:00,79.95,0,0.0,,,,False
2024-01-15 06:00:00,84.97,0,0.0,,,,False
2024-01-15 07:00:00,69.94,0,0.0,,,,False
2024-01-15 08:00:00,112.56,0,0.0,,,,False
2024-01-15 09:00:00,74.98,0,0.0,,,,False
2024-01-15 10:00:00,77.45,0,0.0,,,,False
2024-01-15 11:00:00,83.86,0,0.0,,,,False
2024-01-15 12:00:00,82.15,0,0.0,,,,False
2024-01-15 13:00:00,72.4,0,0.0,,,,False
2024-01-15 14:00:00,89.44,0,0.0,,,,False
2024-01-15 15:00:00,59.7,0,0.0,,,,False
2024-01-15 16:00:00,98.32,0,0.0,,,,False
2024-01-15 17:00:00,61.9,0,0.0,,,,False
2024-01-15 18:00:00,73.1,0,0.0,,,,False
2024-01-15 19:00:00,-9.91,0,0.0,,,,False
2024-01-15 20:00:00,74.91,0,0.0,,,,False
2024-01-15 21:00:00,75.82,0,0.0,,,,False
2024-01-15 22:00:00,86.43,0,0.0,,,,False
2024-01-15 23:00:00,77.46,0,0.0,,,,False
2024-01-16 00:00:00,89.6,0,0.0,,,,False
2024-01-16 01:00:00,68.01,0,0.0,,,,False
2024-01-16 02:00:00,55.5,0,0.0,,,,False
2024-01-16 03:00:00,76.97,0,0.0,,,,False
2024-01-16 04:00:00,97.89,0,0.0,,,,False
2024-01-16 05:00:00,77.2,0,0.0,,,,False
2024-01-16 06:00:00,60.03,0,0.0,,,,False
2024-01-16 07:00:00,104.1,0,0.0,,,,False
2024-01-16 08:00:00,105.1,0,0.0,,,,False
2024-01-16 09:00:00,106.7,0,0.0,,,,False
2024-01-16 10:00:00,104.5,0,0.0,,,,False
2024-01-16 11:00:00,52.9,0,0.0,,,,False
2024-01-16 12:00:00,101.77,0,0.0,,,,False
2024-01-16 13:00:00,59.95,0,0.0,,,,False
2024-01-16 14:00:00,49.93,0,0.0,,,,False
2024-01-16 15:00:00,111.39,0,0.0,,,,False
2024-01-16 16:00:00,71.6,0,0.0,,,,False
2024-01-16 17:00:00,98.2,0,0.0,,,,False
2024-01-16 18:00:00,101.5,0,0.0,,,,False
2024-01-16 19:00:00,36.91,0,0.0,,,,False
2024-01-16 20:00:00,62.52,0,0.0,,,,False
2024-01-16 21:00:00,95.1,0,0.0,,,,False
2024-01-16 22:00:00,31.3,0,0.0,,,,False
2024-01-16 23:00:00,95.35,0,0.0,,,,False
2024-01-17 00:00:00,94.3,0,0.0,,,,False
2024-01-17 01:00:00,96.9,0,0.0,,,,False
2024-01-17 02:00:00,133.1,0,0.0,,,,False
2024-01-17 03:00:00,92.2,0,0.0,,,,False
2024-01-17 04:00:00,75.9,0,0.0,,,,False
2024-01-17 05:00:00,92.2,0,0.0,,,,False
2024-01-17 06:00:00,84.39,0,0.0,,,,False
2024-01-17 07:00:00,85.1,0,0.0,,,,False
2024-01-17 08:00:00,89.92,0,0.0,,,,False
2024-01-17 09:00:00,72.91,0,0.0,,,,False
2024-01-17 10:00:00,138.5,0,0.0,,,,False
2024-01-17 11:00:00,124.1,0,0.0,,,,False
2024-01-17 12:00:00,68.0,0,0.0,,,,False
2024-01-17 13:00:00,71.8,0,0.0,,,,False
2024-01-17 14:00:00,125.89,0,0.0,,,,False
2024-01-17 15:00:00,64.2,0,0.0,,,,False
2024-01-17 16:00:00,99.3,0,0.0,,,,False
2024-01-17 17:00:00,72.39,0,0.0,,,,False
2024-01-17 18:00:00,111.7,0,0.0,,,,False
2024-01-17 19:00:00,109.8,0,0.0,,,,False
2024-01-17 20:00:00,111.08,0,0.0,,,,False
2024-01-17 21:00:00,77.8,0,0.0,,,,False
2024-01-17 22:00:00,139.91,0,0.0,,,,False
2024-01-17 23:00:00,45.02,0,0.0,,,,False
2024-01-18 00:00:00,85.1,0,0.0,,,,False
2024-01-18 01:00:00,97.7,0,0.0,,,,False
2024-01-18 02:00:00,62.58,0,0.0,,,,False
2024-01-18 03:00:00,91.2,0,0.0,,,,False
2024-01-18 04:00:00,81.0,0,0.0,,,,False
2024-01-18 05:00:00,94.6,0,0.0,,,,False
2024-01-18 06:00:00,111.55,0,0.0,,,,False
2024-01-18 07:00:00,125.89,0,0.0,,,,False
2024-01-18 08:00:00,75.97,0,0.0,,,,False
2024-01-18 09:00:00,116.9,0,0.0,,,,False
2024-01-18 10:00:00,107.95,0,0.0,,,,False
2024-01-18 11:00:00,97.81,0,0.0,,,,False
2024-01-18 12:00:00,109.1,0,0.0,,,,False
2024-01-18 13:00:00,86.43,0,0.0,,,,False
2024-01-18 14:00:00,111.7,0,0.0,,,,False
2024-01-18 15:00:00,124.98,0,0.0,,,,False
2024-01-18 16:00:00,70.07,0,0.0,,,,False
2024-01-18 17:00:00,75.4,0,0.0,,,,False
2024-01-18 18:00:00,142.9,0,0.0,,,,False
2024-01-18 19:00:00,86.97,0,0.0,,,,False
2024-01-18 20:00:00,91.3,0,0.0,,,,False
2024-01-18 21:00:00,79.9,0,0.0,,,,False
2024-01-18 22:00:00,73.61,0,0.0,,,,False
2024-01-18 23:00:00,70.58,0,0.0,,,,False
2024-01-19 00:00:00,66.95,0,0.0,,,,False
2024-01-19 01:00:00,78.45,0,0.0,,,,False
2024-01-19 02:00:00,74.9,0,0.0,,,,False
2024-01-19 03:00:00,112.7,0,0.0,,,,False
2024-01-19 04:00:00,70.93,0,0.0,,,,False
2024-01-19 05:00:00,111.93,0,0.0,,,,False
2024-01-19 06:00:00,87.53,0,0.0,,,,False
2024-01-19 07:00:00,104.27,0,0.0,,,,False
2024-01-19 08:00:00,105.1,0,0.0,,,,False
2024-01-19 09:00:00,102.59,0,0.0,,,,False
2024-01-19 10:00:00,125.91,0,0.0,,,,False
2024-01-19 11:00:00,130.43,0,0.0,,,,False
2024-01-19 12:00:00,101.79,0,0.0,,,,False
2024-01-19 13:00:00,117.4,0,0.0,,,,False
2024-01-19 14:00:00,65.07,0,0.0,,,,False
2024-01-19 15:00:00,61.62,0,0.0,,,,False
2024-01-19 16:00:00,93.6,0,0.0,,,,False
2024-01-19 17:00:00,62.41,0,0.0,,,,False
2024-01-19 18:00:00,128.3,0,0.0,,,,False
2024-01-19 19:00:00,110.6,0,0.0,,,,False
2024-01-19 20:00:00,47.56,0,0.0,,,,False
2024-01-19 21:00:00,91.61,0,0.0,,,,False
2024-01-19 22:00:00,50.1,0,0.0,,,,False
2024-01-19 23:00:00,93.07,0,0.0,,,,False
2024-01-20 00:00:00,77.57,0,0.0,,,,False
2024-01-20 01:00:00,126.79,0,0.0,,,,False
2024-01-20 02:00:00,56.06,0,0.0,,,,False
2024-01-20 03:00:00,84.95,0,0.0,,,,False
2024-01-20 04:00:00,98.19,0,0.0,,,,False
2024-01-20 05:00:00,62.59,0,0.0,,,,False
2024-01-20 06:00:00,90.6,0,0.0,,,,False
2024-01-20 07:00:00,95.09,0,0.0,,,,False
2024-01-20 08:00:00,61.24,0,0.0,,,,False
2024-01-20 09:00:00,96.9,0,0.0,,,,False
2024-01-20 10:00:00,90.03,0,0.0,,,,False
2024-01-20 11:00:00,95.08,0,0.0,,,,False
2024-01-20 12:00:00,108.2,0,0.0,,,,False
2024-01-20 13:00:00,55.97,0,0.0,,,,False
2024-01-20 14:00:00,79.11,0,0.0,,,,False
2024-01-20 15:00:00,97.02,0,0.0,,,,False
2024-01-20 16:00:00,93.02,0,0.0,,,,False
2024-01-20 17:00:00,99.87,0,0.0,,,,False
2024-01-20 18:00:00,66.7,0,0.0,,,,False
2024-01-20 19:00:00,100.08,0,0.0,,,,False
2024-01-20 20:00:00,75.74,0,0.0,,,,False
2024-01-20 21:00:00,114.4,0,0.0,,,,False
2024-01-20 22:00:00,76.98,0,0.0,,,,False
2024-01-20 23:00:00,57.4,0,0.0,,,,False
2024-01-21 00:00:00,58.07,0,0.0,,,,False
2024-01-21 01:00:00,74.96,0,0.0,,,,False
2024-01-21 02:00:00,25.09,0,0.0,,,,False
2024-01-21 03:00:00,131.38,0,0.0,,,,False
2024-01-21 04:00:00,47.6,0,0.0,,,,False
2024-01-21 05:00:00,45.53,0,0.0,,,,False
2024-01-21 06:00:00,112.41,0,0.0,,,,False
2024-01-21 07:00:00,45.08,0,0.0,,,,False
2024-01-21 08:00:00,54.36,0,0.0,,,,False
2024-01-21 09:00:00,85.75,0,0.0,,,,False
2024-01-21 10:00:00,66.3,0,0.0,,,,False
2024-01-21 11:00:00,94.91,0,0.0,,,,False
2024-01-21 12:00:00,72.58,0,0.0,,,,False
