,Hydro Water Reservoir,Other,Solar,Wind Onshore
2025-08-29 00:00:00+02:00,3129.85,7.64,0.02,117.17
2025-08-29 01:00:00+02:00,3108.72,7.64,0.02,117.6
2025-08-29 02:00:00+02:00,3115.04,7.64,0.02,122.76
2025-08-29 03:00:00+02:00,3113.4,7.64,0.02,126.95
2025-08-29 04:00:00+02:00,3074.13,7.64,0.01,153.84
2025-08-29 05:00:00+02:00,3070.62,7.64,0.06,172.07
2025-08-29 06:00:00+02:00,2977.47,7.84,0.25,146.94
2025-08-29 07:00:00+02:00,2982.94,8.34,0.85,81.26
2025-08-29 08:00:00+02:00,2944.73,9.14,1.96,38.93
2025-08-29 09:00:00+02:00,2940.57,10.24,3.7,24.37
2025-08-29 10:00:00+02:00,2892.99,11.34,3.99,25.18
2025-08-29 11:00:00+02:00,3005.63,12.04,4.91,26.05
2025-08-29 12:00:00+02:00,3234.61,12.44,6.0,32.84
2025-08-29 13:00:00+02:00,3313.61,12.54,6.35,40.74
2025-08-29 14:00:00+02:00,3330.11,12.34,6.05,51.34
2025-08-29 15:00:00+02:00,3349.96,11.44,4.92,58.79
2025-08-29 16:00:00+02:00,3397.01,10.04,3.24,69.42
2025-08-29 17:00:00+02:00,3385.86,8.84,1.78,88.43
2025-08-29 18:00:00+02:00,3386.26,8.04,0.58,91.07
2025-08-29 19:00:00+02:00,3380.41,7.64,0.02,105.91
2025-08-29 20:00:00+02:00,3328.45,7.64,0.0,131.25
2025-08-29 21:00:00+02:00,3009.55,7.64,0.0,158.89
2025-08-29 22:00:00+02:00,2951.01,7.64,0.0,189.17
2025-08-29 23:00:00+02:00,2881.94,7.64,0.01,185.13
2025-08-30 00:00:00+02:00,2909.55,7.64,0.01,180.51
2025-08-30 01:00:00+02:00,2868.01,7.64,0.02,175.96
2025-08-30 02:00:00+02:00,2856.3,7.64,0.02,190.59
2025-08-30 03:00:00+02:00,2862.99,7.64,0.01,223.02
2025-08-30 04:00:00+02:00,2863.78,7.64,0.0,252.6
2025-08-30 05:00:00+02:00,2862.1,7.64,0.06,288.14
2025-08-30 06:00:00+02:00,2856.14,7.94,0.22,316.14
2025-08-30 07:00:00+02:00,2978.3,8.44,0.83,296.8
2025-08-30 08:00:00+02:00,2984.49,9.24,2.19,235.12
2025-08-30 09:00:00+02:00,3037.61,10.34,4.01,232.91
2025-08-30 10:00:00+02:00,3004.66,11.64,6.39,199.74
2025-08-30 11:00:00+02:00,2842.02,12.54,7.45,231.11
2025-08-30 12:00:00+02:00,2853.16,12.64,8.01,224.39
2025-08-30 13:00:00+02:00,2862.12,12.24,7.84,198.93
2025-08-30 14:00:00+02:00,2858.94,11.44,6.8,161.07
2025-08-30 15:00:00+02:00,2937.38,10.54,5.09,145.73
2025-08-30 16:00:00+02:00,3230.14,9.64,3.3,124.5
2025-08-30 17:00:00+02:00,3300.4,8.54,1.48,99.51
2025-08-30 18:00:00+02:00,3303.05,7.94,0.39,81.93
2025-08-30 19:00:00+02:00,3158.1,7.64,0.01,82.14
2025-08-30 20:00:00+02:00,3085.42,7.64,0.0,94.26
2025-08-30 21:00:00+02:00,3079.98,7.64,0.0,98.28
2025-08-30 22:00:00+02:00,3064.29,7.64,0.01,91.77
2025-08-30 23:00:00+02:00,3034.51,7.64,0.02,88.4
2025-08-31 00:00:00+02:00,3127.06,7.64,0.02,141.59
2025-08-31 01:00:00+02:00,3129.34,7.64,0.02,164.31
2025-08-31 02:00:00+02:00,3134.42,7.64,0.02,141.45
2025-08-31 03:00:00+02:00,3133.73,7.64,0.02,139.21
2025-08-31 04:00:00+02:00,3166.84,7.64,0.01,111.49
2025-08-31 05:00:00+02:00,3176.88,7.64,0.06,91.51
2025-08-31 06:00:00+02:00,3154.11,7.64,0.28,84.8
2025-08-31 07:00:00+02:00,3276.7,8.04,1.05,92.78
2025-08-31 08:00:00+02:00,3127.93,8.44,2.44,87.48
2025-08-31 09:00:00+02:00,2959.81,8.84,4.3,68.32
2025-08-31 10:00:00+02:00,2819.97,9.54,6.49,48.88
2025-08-31 11:00:00+02:00,2775.87,10.04,7.66,55.24
2025-08-31 12:00:00+02:00,2744.39,10.44,8.44,56.26
2025-08-31 13:00:00+02:00,2683.1,10.74,8.66,61.22
2025-08-31 14:00:00+02:00,2744.05,10.74,8.09,65.99
2025-08-31 15:00:00+02:00,2804.53,10.44,6.2,67.43
2025-08-31 16:00:00+02:00,3150.04,9.64,4.46,70.98
2025-08-31 17:00:00+02:00,3328.15,8.44,2.32,80.3
2025-08-31 18:00:00+02:00,3322.62,7.84,0.79,128.73
2025-08-31 19:00:00+02:00,3174.45,7.64,0.02,214.83
2025-08-31 20:00:00+02:00,2935.22,7.64,0.0,346.94
2025-08-31 21:00:00+02:00,2644.16,7.64,0.0,466.8
2025-08-31 22:00:00+02:00,2488.2,7.64,0.01,591.53
2025-08-31 23:00:00+02:00,2491.84,7.64,0.02,662.11
2025-09-01 00:00:00+02:00,2268.22,7.64,0.02,761.22
2025-09-01 01:00:00+02:00,2525.42,7.64,0.02,795.53
2025-09-01 02:00:00+02:00,2587.62,7.64,0.02,726.82
2025-09-01 03:00:00+02:00,2529.87,7.64,0.02,647.97
2025-09-01 04:00:00+02:00,2641.21,7.64,0.01,596.6
2025-09-01 05:00:00+02:00,2935.32,7.64,0.05,542.34
2025-09-01 06:00:00+02:00,2907.65,7.84,0.25,453.94
2025-09-01 07:00:00+02:00,3047.62,8.24,0.99,361.01
2025-09-01 08:00:00+02:00,3273.35,8.84,2.32,237.16
2025-09-01 09:00:00+02:00,3287.46,9.54,4.36,138.57
2025-09-01 10:00:00+02:00,3256.54,10.84,6.52,142.95
2025-09-01 11:00:00+02:00,3222.02,11.54,7.57,198.11
2025-09-01 12:00:00+02:00,3223.22,11.84,8.17,254.79
2025-09-01 13:00:00+02:00,3237.52,12.04,7.74,320.38
2025-09-01 14:00:00+02:00,3223.27,11.84,6.4,331.89
2025-09-01 15:00:00+02:00,2828.54,10.84,4.83,336.14
2025-09-01 16:00:00+02:00,2789.35,9.44,3.05,358.86
2025-09-01 17:00:00+02:00,2931.47,8.54,1.51,326.06
2025-09-01 18:00:00+02:00,2950.2,7.94,0.44,347.98
2025-09-01 19:00:00+02:00,2875.65,7.64,0.01,454.82
2025-09-01 20:00:00+02:00,2617.26,7.64,0.0,655.27
2025-09-01 21:00:00+02:00,2559.93,7.64,0.0,755.06
2025-09-01 22:00:00+02:00,2468.66,7.64,0.0,713.14
2025-09-01 23:00:00+02:00,2130.0,7.64,0.01,654.62
2025-09-02 00:00:00+02:00,1862.66,6.14,0.01,606.83
2025-09-02 01:00:00+02:00,1820.71,6.14,0.01,549.09
2025-09-02 02:00:00+02:00,1823.8,6.14,0.01,519.6
2025-09-02 03:00:00+02:00,1861.9,6.14,0.01,517.53
2025-09-02 04:00:00+02:00,1850.22,6.14,0.0,594.72
2025-09-02 05:00:00+02:00,2262.73,6.34,0.05,684.06
2025-09-02 06:00:00+02:00,2482.38,6.54,0.13,701.8
2025-09-02 07:00:00+02:00,2928.66,6.94,0.41,727.42
2025-09-02 08:00:00+02:00,2995.93,7.54,1.0,752.32
2025-09-02 09:00:00+02:00,2934.8,8.34,1.92,775.14
2025-09-02 10:00:00+02:00,2959.33,9.14,2.4,773.63
2025-09-02 11:00:00+02:00,2950.92,9.84,2.8,777.11
2025-09-02 12:00:00+02:00,2915.57,10.44,3.44,786.07
2025-09-02 13:00:00+02:00,2917.06,10.54,4.0,811.73
2025-09-02 14:00:00+02:00,2929.2,10.24,4.07,686.27
2025-09-02 15:00:00+02:00,2949.47,9.64,3.2,589.43
2025-09-02 16:00:00+02:00,2948.23,8.74,2.01,682.87
2025-09-02 17:00:00+02:00,2940.27,7.74,0.88,693.86
2025-09-02 18:00:00+02:00,2992.54,7.04,0.24,691.19
2025-09-02 19:00:00+02:00,2993.37,6.64,0.01,752.94
2025-09-02 20:00:00+02:00,2907.45,6.44,0.0,825.67
2025-09-02 21:00:00+02:00,2810.45,6.34,0.0,801.68
2025-09-02 22:00:00+02:00,2721.21,6.34,0.01,783.3
2025-09-02 23:00:00+02:00,2089.88,6.14,0.01,631.99
2025-09-03 00:00:00+02:00,1741.75,6.14,0.01,562.3
2025-09-03 01:00:00+02:00,1621.67,6.14,0.01,554.17
2025-09-03 02:00:00+02:00,1611.55,6.14,0.01,494.62
2025-09-03 03:00:00+02:00,1542.57,6.14,0.01,430.61
2025-09-03 04:00:00+02:00,1543.67,6.34,0.01,387.65
2025-09-03 05:00:00+02:00,1697.09,6.54,0.04,369.41
2025-09-03 06:00:00+02:00,2144.94,6.64,0.08,372.75
2025-09-03 07:00:00+02:00,2444.26,6.94,0.24,316.96
2025-09-03 08:00:00+02:00,2869.29,7.24,0.58,311.7
2025-09-03 09:00:00+02:00,3072.32,7.64,1.43,348.16
2025-09-03 10:00:00+02:00,3071.52,8.34,2.46,448.49
2025-09-03 11:00:00+02:00,2630.58,9.14,2.47,526.08
2025-09-03 12:00:00+02:00,2284.46,9.44,1.94,561.45
2025-09-03 13:00:00+02:00,2198.6,9.14,1.46,536.21
2025-09-03 14:00:00+02:00,2379.6,8.34,0.91,501.12
2025-09-03 15:00:00+02:00,2407.74,7.64,0.85,490.78
2025-09-03 16:00:00+02:00,2458.98,7.14,0.26,522.23
2025-09-03 17:00:00+02:00,2356.4,6.74,0.08,648.92
2025-09-03 18:00:00+02:00,2409.6,6.54,0.04,666.4
2025-09-03 19:00:00+02:00,2391.53,6.44,0.0,560.69
2025-09-03 20:00:00+02:00,2170.56,6.34,0.0,466.24
2025-09-03 21:00:00+02:00,1881.2,6.14,0.0,393.47
2025-09-03 22:00:00+02:00,1507.11,6.14,0.0,402.06
2025-09-03 23:00:00+02:00,1518.63,6.14,0.0,315.47
2025-09-04 00:00:00+02:00,1236.86,6.14,0.0,276.06
2025-09-04 01:00:00+02:00,1132.01,6.14,0.0,316.73
2025-09-04 02:00:00+02:00,1121.52,6.14,0.0,341.36
2025-09-04 03:00:00+02:00,1457.11,6.14,0.0,361.9
2025-09-04 04:00:00+02:00,1526.45,6.14,0.0,328.78
2025-09-04 05:00:00+02:00,1716.53,6.14,0.04,361.73
2025-09-04 06:00:00+02:00,2459.89,6.14,0.1,378.4
2025-09-04 07:00:00+02:00,2690.09,6.44,0.3,408.65
2025-09-04 08:00:00+02:00,2608.07,6.64,0.8,423.7
2025-09-04 09:00:00+02:00,2758.27,7.04,1.99,489.27
2025-09-04 10:00:00+02:00,2856.3,7.84,3.41,587.5
2025-09-04 11:00:00+02:00,2257.78,8.64,4.05,612.57
2025-09-04 12:00:00+02:00,1704.27,9.64,3.84,729.07
2025-09-04 13:00:00+02:00,1688.74,10.44,3.95,992.67
2025-09-04 14:00:00+02:00,1427.45,10.34,3.56,1110.64
2025-09-04 15:00:00+02:00,1378.95,9.54,2.92,1324.46
2025-09-04 16:00:00+02:00,1315.57,8.34,1.83,1192.4
2025-09-04 17:00:00+02:00,2121.37,7.44,0.82,1529.31
2025-09-04 18:00:00+02:00,2224.97,6.84,0.19,1630.67
2025-09-04 19:00:00+02:00,2202.06,6.74,0.0,1603.93
2025-09-04 20:00:00+02:00,1640.74,6.74,0.0,1371.5
2025-09-04 21:00:00+02:00,1396.97,6.74,0.0,1182.11
2025-09-04 22:00:00+02:00,1293.25,6.64,0.01,1020.43
2025-09-04 23:00:00+02:00,1252.43,6.34,0.01,899.33
2025-09-05 00:00:00+02:00,1133.34,6.74,0.01,719.09
2025-09-05 01:00:00+02:00,1342.39,6.74,0.01,746.15
2025-09-05 02:00:00+02:00,1478.87,6.74,0.01,664.29
2025-09-05 03:00:00+02:00,1509.12,6.74,0.01,572.02
2025-09-05 04:00:00+02:00,1667.99,6.74,0.01,529.33
2025-09-05 05:00:00+02:00,1994.05,6.74,0.06,522.65
2025-09-05 06:00:00+02:00,2409.16,6.74,0.13,478.17
2025-09-05 07:00:00+02:00,2891.96,6.94,0.33,430.77
2025-09-05 08:00:00+02:00,3023.6,7.04,0.79,404.33
2025-09-05 09:00:00+02:00,2984.26,7.14,1.7,403.26
2025-09-05 10:00:00+02:00,2980.1,7.34,2.86,422.65
2025-09-05 11:00:00+02:00,3057.61,7.84,3.7,450.81
2025-09-05 12:00:00+02:00,2990.15,8.24,5.0,464.79
2025-09-05 13:00:00+02:00,2930.38,8.64,5.75,437.74
2025-09-05 14:00:00+02:00,2909.14,8.74,5.88,412.23
2025-09-05 15:00:00+02:00,2964.88,8.24,4.37,405.58
2025-09-05 16:00:00+02:00,2907.42,6.64,2.88,397.45
2025-09-05 17:00:00+02:00,3232.98,6.14,1.32,395.37
2025-09-05 18:00:00+02:00,3369.55,5.74,0.33,459.1
2025-09-05 19:00:00+02:00,3204.23,5.74,0.02,568.69
2025-09-05 20:00:00+02:00,3003.94,5.74,0.01,644.08
2025-09-05 21:00:00+02:00,2861.0,5.74,0.0,612.41
2025-09-05 22:00:00+02:00,2680.91,5.74,0.01,552.89
2025-09-05 23:00:00+02:00,2442.1,5.74,0.02,339.33
2025-09-06 00:00:00+02:00,2291.06,5.74,0.02,266.28
2025-09-06 01:00:00+02:00,2283.34,5.74,0.02,257.5
2025-09-06 02:00:00+02:00,2279.66,5.74,0.02,287.23
2025-09-06 03:00:00+02:00,2325.35,5.74,0.02,274.27
2025-09-06 04:00:00+02:00,2471.31,5.74,0.01,247.31
2025-09-06 05:00:00+02:00,2553.93,5.96,0.05,202.33
2025-09-06 06:00:00+02:00,2611.95,6.14,0.11,159.67
2025-09-06 07:00:00+02:00,2926.66,6.24,0.36,202.19
2025-09-06 08:00:00+02:00,3215.14,6.44,0.85,139.32
2025-09-06 09:00:00+02:00,3258.57,6.71,1.58,106.06
2025-09-06 10:00:00+02:00,3330.11,6.94,1.87,75.08
2025-09-06 11:00:00+02:00,2886.49,6.66,1.85,55.45
2025-09-06 12:00:00+02:00,2798.77,6.64,2.12,33.36
2025-09-06 13:00:00+02:00,2797.93,6.64,2.4,27.09
2025-09-06 14:00:00+02:00,2833.46,6.64,2.27,20.93
2025-09-06 15:00:00+02:00,2887.75,6.44,2.08,22.9
2025-09-06 16:00:00+02:00,3176.85,6.24,1.21,23.03
2025-09-06 17:00:00+02:00,3187.74,6.34,0.56,23.06
2025-09-06 18:00:00+02:00,3217.2,6.14,0.18,33.9
2025-09-06 19:00:00+02:00,3152.04,6.04,0.01,66.13
2025-09-06 20:00:00+02:00,3119.52,6.04,0.0,103.29
2025-09-06 21:00:00+02:00,3106.85,5.94,0.0,141.74
2025-09-06 22:00:00+02:00,2667.88,5.94,0.0,257.68
2025-09-06 23:00:00+02:00,2475.22,5.74,0.0,326.99
2025-09-07 00:00:00+02:00,2415.85,5.74,0.0,401.61
2025-09-07 01:00:00+02:00,2424.93,5.74,0.0,417.65
2025-09-07 02:00:00+02:00,2567.07,5.74,0.0,429.21
2025-09-07 03:00:00+02:00,2577.11,5.74,0.0,454.84
2025-09-07 04:00:00+02:00,2605.55,5.74,0.0,513.36
2025-09-07 05:00:00+02:00,2597.95,6.34,0.04,507.18
2025-09-07 06:00:00+02:00,2600.21,6.34,0.07,496.78
2025-09-07 07:00:00+02:00,2816.69,6.44,0.2,447.24
2025-09-07 08:00:00+02:00,2813.93,6.64,0.46,428.15
2025-09-07 09:00:00+02:00,2602.13,6.46,0.78,407.2
2025-09-07 10:00:00+02:00,2575.91,6.64,1.18,390.48
2025-09-07 11:00:00+02:00,2554.5,7.21,1.35,297.72
2025-09-07 12:00:00+02:00,1878.75,7.44,1.7,279.51
2025-09-07 13:00:00+02:00,1859.85,7.34,1.97,283.96
2025-09-07 14:00:00+02:00,1891.45,7.44,1.71,316.92
2025-09-07 15:00:00+02:00,2534.49,7.54,1.48,339.35
2025-09-07 16:00:00+02:00,3142.22,7.14,0.59,375.11
2025-09-07 17:00:00+02:00,3301.89,6.64,0.21,338.31
2025-09-07 18:00:00+02:00,3342.19,6.44,0.08,316.94
2025-09-07 19:00:00+02:00,3357.42,6.44,0.01,330.95
2025-09-07 20:00:00+02:00,3322.48,6.44,0.01,274.35
2025-09-07 21:00:00+02:00,3320.3,6.44,0.0,229.28
2025-09-07 22:00:00+02:00,3260.77,6.44,0.01,148.16
2025-09-07 23:00:00+02:00,3040.5,6.44,0.01,144.48
2025-09-08 00:00:00+02:00,3042.73,6.44,0.01,136.16
2025-09-08 01:00:00+02:00,3303.32,6.44,0.01,113.52
2025-09-08 02:00:00+02:00,3315.33,6.44,0.01,108.55
2025-09-08 03:00:00+02:00,3292.03,6.44,0.01,95.6
2025-09-08 04:00:00+02:00,3320.8,6.44,0.0,109.16
2025-09-08 05:00:00+02:00,3294.34,6.84,0.04,106.68
2025-09-08 06:00:00+02:00,3249.5,6.84,0.08,89.02
2025-09-08 07:00:00+02:00,3238.03,6.94,0.29,73.66
2025-09-08 08:00:00+02:00,3061.52,7.14,0.76,53.43
2025-09-08 09:00:00+02:00,3080.78,6.61,1.45,42.48
2025-09-08 10:00:00+02:00,3054.59,6.74,2.34,40.07
2025-09-08 11:00:00+02:00,3059.19,7.14,3.64,35.82
2025-09-08 12:00:00+02:00,3023.24,7.44,4.75,38.36
2025-09-08 13:00:00+02:00,3014.6,7.54,5.08,36.69
2025-09-08 14:00:00+02:00,3017.36,7.54,4.99,36.96
2025-09-08 15:00:00+02:00,3017.52,7.34,3.63,39.02
2025-09-08 16:00:00+02:00,3061.0,6.94,2.52,39.26
2025-09-08 17:00:00+02:00,3021.96,6.84,1.15,44.9
2025-09-08 18:00:00+02:00,3013.72,6.64,0.29,53.05
2025-09-08 19:00:00+02:00,3009.42,6.54,0.0,67.75
2025-09-08 20:00:00+02:00,3015.58,6.54,0.0,94.64
2025-09-08 21:00:00+02:00,3009.65,6.44,0.0,116.89
2025-09-08 22:00:00+02:00,3015.64,6.34,0.0,116.59
2025-09-08 23:00:00+02:00,2993.07,6.04,0.0,123.13
2025-09-09 00:00:00+02:00,3054.95,6.14,0.0,104.44
2025-09-09 01:00:00+02:00,3066.66,6.14,0.0,92.18
2025-09-09 02:00:00+02:00,3115.15,6.14,0.0,59.86
2025-09-09 03:00:00+02:00,3115.39,6.14,0.0,51.73
2025-09-09 04:00:00+02:00,3134.9,6.14,0.0,46.13
2025-09-09 05:00:00+02:00,3145.38,6.64,0.02,40.25
2025-09-09 06:00:00+02:00,2957.12,6.64,0.08,31.88
2025-09-09 07:00:00+02:00,2961.42,6.74,0.28,28.11
2025-09-09 08:00:00+02:00,3181.11,6.84,0.66,29.41
2025-09-09 09:00:00+02:00,3187.28,6.79,1.28,35.83
2025-09-09 10:00:00+02:00,3198.47,5.44,1.85,50.11
2025-09-09 11:00:00+02:00,3200.05,5.71,2.38,67.17
2025-09-09 12:00:00+02:00,3236.04,5.84,2.45,73.77
2025-09-09 13:00:00+02:00,3221.42,5.84,2.17,89.16
2025-09-09 14:00:00+02:00,3201.96,5.74,1.95,110.92
2025-09-09 15:00:00+02:00,3033.99,5.64,1.6,138.87
2025-09-09 16:00:00+02:00,3015.63,5.54,0.94,191.23
2025-09-09 17:00:00+02:00,2974.11,5.34,0.36,185.86
2025-09-09 18:00:00+02:00,2961.38,5.34,0.09,182.55
2025-09-09 19:00:00+02:00,2859.96,5.34,0.0,210.84
2025-09-09 20:00:00+02:00,2859.07,5.34,0.0,264.17
2025-09-09 21:00:00+02:00,2889.48,5.24,0.0,284.25
2025-09-09 22:00:00+02:00,2897.64,5.04,0.0,262.79
2025-09-09 23:00:00+02:00,2698.9,4.84,0.0,277.07
2025-09-10 00:00:00+02:00,2709.62,4.94,0.0,325.45
2025-09-10 01:00:00+02:00,2649.41,4.94,0.0,337.88
2025-09-10 02:00:00+02:00,2621.98,4.94,0.0,376.53
2025-09-10 03:00:00+02:00,2633.69,4.94,0.0,425.93
2025-09-10 04:00:00+02:00,2686.04,4.84,0.0,421.71
2025-09-10 05:00:00+02:00,3018.7,5.14,0.01,433.45
2025-09-10 06:00:00+02:00,3326.03,5.24,0.1,365.22
2025-09-10 07:00:00+02:00,3243.84,5.44,0.4,352.03
2025-09-10 08:00:00+02:00,3408.04,5.74,1.04,302.78
2025-09-10 09:00:00+02:00,3324.1,5.96,2.0,301.95
2025-09-10 10:00:00+02:00,3322.15,6.24,3.15,291.79
2025-09-10 11:00:00+02:00,3041.64,6.54,4.11,329.1
2025-09-10 12:00:00+02:00,2968.26,6.84,5.15,367.36
2025-09-10 13:00:00+02:00,2859.41,7.14,5.6,371.54
2025-09-10 14:00:00+02:00,2929.97,7.24,5.06,420.86
2025-09-10 15:00:00+02:00,2938.35,6.94,2.82,443.8
2025-09-10 16:00:00+02:00,3159.59,6.24,1.73,392.43
2025-09-10 17:00:00+02:00,3386.61,5.74,0.73,380.26
2025-09-10 18:00:00+02:00,3405.98,5.64,0.19,431.41
2025-09-10 19:00:00+02:00,3378.4,5.64,0.0,509.76
2025-09-10 20:00:00+02:00,2882.57,5.64,0.0,572.28
2025-09-10 21:00:00+02:00,2363.64,5.54,0.0,566.41
2025-09-10 22:00:00+02:00,2216.5,5.44,0.0,482.29
2025-09-10 23:00:00+02:00,2125.44,4.64,0.0,360.88
2025-09-11 00:00:00+02:00,1519.87,4.64,0.0,278.25
2025-09-11 01:00:00+02:00,1199.64,4.84,0.0,277.02
2025-09-11 02:00:00+02:00,1045.21,4.94,0.0,262.94
2025-09-11 03:00:00+02:00,1140.35,5.04,0.0,282.39
2025-09-11 04:00:00+02:00,1055.66,5.14,0.0,257.78
2025-09-11 05:00:00+02:00,1228.48,5.21,0.01,353.2
2025-09-11 06:00:00+02:00,1865.15,5.44,0.12,462.62
2025-09-11 07:00:00+02:00,2133.12,5.84,0.55,477.95
2025-09-11 08:00:00+02:00,2303.59,6.44,1.42,503.53
2025-09-11 09:00:00+02:00,2219.05,7.54,2.44,639.07
2025-09-11 10:00:00+02:00,2005.59,8.34,3.36,731.6
2025-09-11 11:00:00+02:00,1706.87,8.91,3.9,697.06
2025-09-11 12:00:00+02:00,1510.35,9.14,3.93,738.91
2025-09-11 13:00:00+02:00,1178.49,8.64,3.75,709.73
2025-09-11 14:00:00+02:00,1159.32,8.04,3.3,743.45
2025-09-11 15:00:00+02:00,1350.67,7.44,2.04,714.16
2025-09-11 16:00:00+02:00,1824.4,6.94,1.17,828.01
2025-09-11 17:00:00+02:00,1681.73,6.74,0.49,946.72
2025-09-11 18:00:00+02:00,1382.26,6.54,0.1,1167.01
2025-09-11 19:00:00+02:00,1176.91,6.44,0.0,1255.49
2025-09-11 20:00:00+02:00,1023.26,6.44,0.0,1128.46
2025-09-11 21:00:00+02:00,981.59,6.44,0.0,1173.71
2025-09-11 22:00:00+02:00,909.9,6.44,0.0,1204.17
2025-09-11 23:00:00+02:00,882.42,6.34,0.0,1176.32
2025-09-12 00:00:00+02:00,796.04,4.64,0.0,1214.43
2025-09-12 01:00:00+02:00,792.18,4.64,0.0,1189.42
2025-09-12 02:00:00+02:00,767.55,4.64,0.0,1159.3
2025-09-12 03:00:00+02:00,767.27,4.64,0.0,1115.72
2025-09-12 04:00:00+02:00,766.59,4.64,0.0,1142.56
2025-09-12 05:00:00+02:00,769.56,4.64,0.0,1134.73
2025-09-12 06:00:00+02:00,911.56,4.94,0.07,1317.14
2025-09-12 07:00:00+02:00,1069.91,5.44,0.24,1297.64
2025-09-12 08:00:00+02:00,1171.95,5.84,0.52,1386.48
2025-09-12 09:00:00+02:00,1404.5,6.14,0.82,1441.39
2025-09-12 10:00:00+02:00,1212.16,6.54,1.13,1391.32
2025-09-12 11:00:00+02:00,1163.21,6.74,1.11,1410.74
2025-09-12 12:00:00+02:00,1154.74,6.54,1.05,1402.32
2025-09-12 13:00:00+02:00,1099.52,6.44,0.86,1408.24
2025-09-12 14:00:00+02:00,987.23,6.14,0.7,1359.74
2025-09-12 15:00:00+02:00,1140.0,5.54,0.44,1430.24
2025-09-12 16:00:00+02:00,1341.8,4.94,0.26,1405.96
2025-09-12 17:00:00+02:00,1662.43,4.84,0.12,1410.0
2025-09-12 18:00:00+02:00,1483.41,4.84,0.03,1367.65
2025-09-12 19:00:00+02:00,1417.07,4.64,0.0,1319.7
2025-09-12 20:00:00+02:00,1394.52,4.64,0.0,1184.42
2025-09-12 21:00:00+02:00,1394.84,4.64,0.0,1083.25
2025-09-12 22:00:00+02:00,1106.35,4.64,0.0,897.13
2025-09-12 23:00:00+02:00,1069.11,4.64,0.0,817.69
2025-09-13 00:00:00+02:00,1060.39,4.94,0.0,798.22
2025-09-13 01:00:00+02:00,1077.19,4.94,0.0,779.97
2025-09-13 02:00:00+02:00,1228.93,4.94,0.0,755.49
2025-09-13 03:00:00+02:00,1312.1,4.94,0.0,746.74
2025-09-13 04:00:00+02:00,1527.54,4.84,0.0,698.37
2025-09-13 05:00:00+02:00,1587.13,4.94,0.0,718.65
2025-09-13 06:00:00+02:00,1779.48,4.94,0.05,757.73
2025-09-13 07:00:00+02:00,2005.12,4.94,0.21,717.31
2025-09-13 08:00:00+02:00,2167.61,5.24,0.65,662.99
2025-09-13 09:00:00+02:00,2235.96,5.64,1.56,612.15
2025-09-13 10:00:00+02:00,2105.7,6.24,3.05,603.54
2025-09-13 11:00:00+02:00,1214.21,6.84,4.1,607.84
2025-09-13 12:00:00+02:00,1103.88,7.54,5.12,551.94
2025-09-13 13:00:00+02:00,1048.79,7.84,5.49,561.39
2025-09-13 14:00:00+02:00,1051.44,7.84,4.94,579.52
2025-09-13 15:00:00+02:00,1211.67,7.44,3.59,701.08
2025-09-13 16:00:00+02:00,2056.94,6.74,2.31,810.98
2025-09-13 17:00:00+02:00,2268.58,5.84,0.88,762.38
2025-09-13 18:00:00+02:00,2255.74,5.24,0.03,814.36
2025-09-13 19:00:00+02:00,2048.27,5.04,0.0,949.83
2025-09-13 20:00:00+02:00,1480.27,4.84,0.0,1077.11
2025-09-13 21:00:00+02:00,1241.37,4.64,0.0,1142.73
2025-09-13 22:00:00+02:00,1104.55,4.64,0.0,1056.67
2025-09-13 23:00:00+02:00,1063.47,4.64,0.0,1033.82
2025-09-14 00:00:00+02:00,1127.87,4.64,0.0,966.69
2025-09-14 01:00:00+02:00,1260.34,4.64,0.0,845.88
2025-09-14 02:00:00+02:00,1316.36,4.64,0.0,958.28
2025-09-14 03:00:00+02:00,1351.34,4.64,0.0,901.38
2025-09-14 04:00:00+02:00,1443.55,4.64,0.0,765.73
2025-09-14 05:00:00+02:00,1651.57,4.64,0.0,743.5
2025-09-14 06:00:00+02:00,1806.42,4.64,0.11,727.28
2025-09-14 07:00:00+02:00,2026.19,4.84,0.44,716.56
2025-09-14 08:00:00+02:00,2356.01,5.04,1.2,604.09
2025-09-14 09:00:00+02:00,2363.25,5.24,2.43,398.45
2025-09-14 10:00:00+02:00,2365.65,5.34,4.28,389.32
2025-09-14 11:00:00+02:00,2339.2,5.54,5.04,383.22
2025-09-14 12:00:00+02:00,2071.56,5.64,5.55,410.51
2025-09-14 13:00:00+02:00,2070.21,5.54,5.11,377.37
2025-09-14 14:00:00+02:00,2097.59,5.24,4.25,343.63
2025-09-14 15:00:00+02:00,2193.35,5.04,3.01,356.8
2025-09-14 16:00:00+02:00,2352.16,4.84,1.86,310.94
2025-09-14 17:00:00+02:00,2410.16,4.64,0.66,324.3
2025-09-14 18:00:00+02:00,2407.96,4.64,0.02,345.99
2025-09-14 19:00:00+02:00,2410.32,4.64,0.0,409.55
2025-09-14 20:00:00+02:00,2382.01,4.64,0.0,489.49
2025-09-14 21:00:00+02:00,2370.47,4.64,0.0,467.76
2025-09-14 22:00:00+02:00,2317.29,4.64,0.0,310.95
2025-09-14 23:00:00+02:00,2183.18,4.64,0.0,211.24
2025-09-15 00:00:00+02:00,2179.31,4.94,0.0,156.76
2025-09-15 01:00:00+02:00,2264.45,5.04,0.0,140.03
