,Hydro Water Reservoir,Other,Solar,Wind Onshore
2024-01-01 01:00:00+01:00,2122.24,32.14,0.0,101.9
2024-01-01 02:00:00+01:00,2110.11,35.14,0.0,109.87
2024-01-01 03:00:00+01:00,1976.31,35.14,0.0,111.48
2024-01-01 04:00:00+01:00,1927.37,35.14,0.0,104.99
2024-01-01 05:00:00+01:00,1838.29,35.14,0.0,93.23
2024-01-01 06:00:00+01:00,1868.63,35.14,0.0,90.98
2024-01-01 07:00:00+01:00,1974.38,35.14,0.0,101.77
2024-01-01 08:00:00+01:00,2059.39,35.14,0.0,95.34
2024-01-01 09:00:00+01:00,2190.48,35.14,0.0,93.29
2024-01-01 10:00:00+01:00,2776.94,35.14,0.0,90.35
2024-01-01 11:00:00+01:00,3240.8,33.44,0.0,65.67
2024-01-01 12:00:00+01:00,3247.39,33.44,0.0,63.21
2024-01-01 13:00:00+01:00,3441.52,33.44,0.0,66.9
2024-01-01 14:00:00+01:00,3727.31,33.64,0.0,78.7
2024-01-01 15:00:00+01:00,3878.51,33.64,0.0,87.72
2024-01-01 16:00:00+01:00,4036.65,33.64,0.0,89.86
2024-01-01 17:00:00+01:00,4039.68,33.64,0.0,93.09
2024-01-01 18:00:00+01:00,4000.11,33.64,0.0,105.8
2024-01-01 19:00:00+01:00,3959.96,33.64,0.0,101.78
2024-01-01 20:00:00+01:00,3785.35,33.64,0.0,92.58
2024-01-01 21:00:00+01:00,3478.78,33.64,0.0,94.27
2024-01-01 22:00:00+01:00,3397.42,33.64,0.0,108.48
2024-01-01 23:00:00+01:00,2345.88,33.64,0.0,112.15
2024-01-02 00:00:00+01:00,2209.6,36.14,0.0,116.07
2024-01-02 01:00:00+01:00,2007.23,36.14,0.0,118.58
2024-01-02 02:00:00+01:00,2005.93,36.14,0.0,116.33
2024-01-02 03:00:00+01:00,1988.62,36.14,0.0,104.99
2024-01-02 04:00:00+01:00,2149.57,36.14,0.0,106.04
2024-01-02 05:00:00+01:00,2711.17,36.14,0.0,114.38
2024-01-02 06:00:00+01:00,3033.31,36.14,0.0,125.39
2024-01-02 07:00:00+01:00,3943.56,36.14,0.0,131.61
2024-01-02 08:00:00+01:00,3946.52,36.14,0.0,237.77
2024-01-02 09:00:00+01:00,3958.94,36.14,0.0,247.31
2024-01-02 10:00:00+01:00,3962.52,33.14,0.0,258.72
2024-01-02 11:00:00+01:00,4277.65,33.54,0.0,269.27
2024-01-02 12:00:00+01:00,4316.06,33.54,0.0,274.04
2024-01-02 13:00:00+01:00,4315.71,33.54,0.0,338.01
2024-01-02 14:00:00+01:00,4376.61,34.44,0.0,365.18
2024-01-02 15:00:00+01:00,4336.95,34.44,0.0,352.41
2024-01-02 16:00:00+01:00,4272.19,34.44,0.0,338.21
2024-01-02 17:00:00+01:00,4280.82,34.24,0.0,320.44
2024-01-02 18:00:00+01:00,4143.33,34.24,0.0,342.78
2024-01-02 19:00:00+01:00,3973.69,34.24,0.0,374.43
2024-01-02 20:00:00+01:00,3876.65,34.24,0.0,409.74
2024-01-02 21:00:00+01:00,3116.11,34.24,0.0,415.55
2024-01-02 22:00:00+01:00,2615.2,34.24,0.0,441.69
2024-01-02 23:00:00+01:00,2232.54,34.24,0.0,448.91
2024-01-03 00:00:00+01:00,2497.19,32.14,0.0,463.97
2024-01-03 01:00:00+01:00,2339.74,32.84,0.0,450.47
2024-01-03 02:00:00+01:00,2082.33,33.84,0.0,431.73
2024-01-03 03:00:00+01:00,1969.7,33.84,0.0,435.86
2024-01-03 04:00:00+01:00,2167.82,33.84,0.0,432.27
2024-01-03 05:00:00+01:00,2803.88,33.84,0.0,414.15
2024-01-03 06:00:00+01:00,3208.05,33.84,0.0,398.98
2024-01-03 07:00:00+01:00,3415.05,33.84,0.0,382.82
2024-01-03 08:00:00+01:00,3879.12,33.14,0.0,367.11
2024-01-03 09:00:00+01:00,3881.39,33.14,0.0,369.56
2024-01-03 10:00:00+01:00,3901.41,33.14,0.02,353.43
2024-01-03 11:00:00+01:00,3878.24,33.14,0.1,340.29
2024-01-03 12:00:00+01:00,3858.36,33.14,0.07,342.74
2024-01-03 13:00:00+01:00,3856.83,33.14,0.0,345.93
2024-01-03 14:00:00+01:00,3859.58,33.14,0.0,349.62
2024-01-03 15:00:00+01:00,3940.98,33.14,0.0,382.01
2024-01-03 16:00:00+01:00,3956.69,33.14,0.0,395.29
2024-01-03 17:00:00+01:00,4231.56,33.04,0.0,419.85
2024-01-03 18:00:00+01:00,4266.72,33.04,0.0,505.55
2024-01-03 19:00:00+01:00,4256.36,33.04,0.0,552.45
2024-01-03 20:00:00+01:00,3986.57,33.04,0.0,598.4
2024-01-03 21:00:00+01:00,3976.58,33.04,0.0,601.88
2024-01-03 22:00:00+01:00,3884.97,33.04,0.0,672.33
2024-01-03 23:00:00+01:00,3830.68,32.54,0.0,741.28
2024-01-04 00:00:00+01:00,3619.49,27.64,0.0,721.13
2024-01-04 01:00:00+01:00,3120.08,27.64,0.0,725.81
2024-01-04 02:00:00+01:00,3216.68,29.64,0.0,738.91
2024-01-04 03:00:00+01:00,3340.66,29.64,0.0,730.21
2024-01-04 04:00:00+01:00,3483.67,29.64,0.0,591.36
2024-01-04 05:00:00+01:00,3503.71,29.14,0.0,604.56
2024-01-04 06:00:00+01:00,3749.75,29.14,0.0,628.65
2024-01-04 07:00:00+01:00,3997.52,29.14,0.0,660.31
2024-01-04 08:00:00+01:00,4162.23,29.14,0.0,790.95
2024-01-04 09:00:00+01:00,4131.31,29.14,0.0,841.97
2024-01-04 10:00:00+01:00,4110.54,29.14,0.06,988.54
2024-01-04 11:00:00+01:00,4164.5,28.94,0.13,1045.8
2024-01-04 12:00:00+01:00,4140.39,28.94,0.07,1106.95
2024-01-04 13:00:00+01:00,4139.88,28.94,0.0,1295.42
2024-01-04 14:00:00+01:00,4171.55,28.94,0.0,1343.86
2024-01-04 15:00:00+01:00,4275.51,28.94,0.0,1405.97
2024-01-04 16:00:00+01:00,4353.64,28.94,0.0,1458.05
2024-01-04 17:00:00+01:00,4435.91,28.94,0.0,1471.59
2024-01-04 18:00:00+01:00,4434.86,28.94,0.0,1474.17
2024-01-04 19:00:00+01:00,4436.98,28.94,0.0,1492.63
2024-01-04 20:00:00+01:00,4297.95,28.94,0.0,1496.92
2024-01-04 21:00:00+01:00,4249.29,28.94,0.0,1490.66
2024-01-04 22:00:00+01:00,4172.14,28.94,0.0,1477.73
2024-01-04 23:00:00+01:00,4172.19,28.94,0.0,1469.08
2024-01-05 00:00:00+01:00,3976.84,25.34,0.0,1679.95
2024-01-05 01:00:00+01:00,3666.35,25.34,0.0,1685.92
2024-01-05 02:00:00+01:00,3561.65,25.34,0.0,1685.77
2024-01-05 03:00:00+01:00,3573.32,25.34,0.0,1684.65
2024-01-05 04:00:00+01:00,3571.97,25.34,0.0,1641.63
2024-01-05 05:00:00+01:00,3725.62,25.34,0.0,1575.78
2024-01-05 06:00:00+01:00,4200.41,25.34,0.0,1504.94
2024-01-05 07:00:00+01:00,4256.92,25.34,0.0,1404.74
2024-01-05 08:00:00+01:00,4335.8,25.34,0.0,1261.01
2024-01-05 09:00:00+01:00,4357.91,25.34,0.0,1151.12
2024-01-05 10:00:00+01:00,4375.1,25.34,0.06,1064.07
2024-01-05 11:00:00+01:00,4357.02,26.04,0.12,811.8
2024-01-05 12:00:00+01:00,4346.35,26.04,0.05,666.15
2024-01-05 13:00:00+01:00,4326.66,26.04,0.0,545.58
2024-01-05 14:00:00+01:00,4329.2,26.04,0.0,420.52
2024-01-05 15:00:00+01:00,4459.82,26.04,0.0,284.81
2024-01-05 16:00:00+01:00,4465.02,26.04,0.0,182.95
2024-01-05 17:00:00+01:00,4459.95,25.34,0.0,115.22
2024-01-05 18:00:00+01:00,4424.05,25.34,0.0,85.98
2024-01-05 19:00:00+01:00,4361.0,25.34,0.0,69.63
2024-01-05 20:00:00+01:00,4343.89,25.34,0.0,49.46
2024-01-05 21:00:00+01:00,4220.57,25.34,0.0,44.43
2024-01-05 22:00:00+01:00,4111.25,25.34,0.0,38.36
2024-01-05 23:00:00+01:00,4046.12,25.34,0.0,30.81
2024-01-06 00:00:00+01:00,4000.6,25.24,0.0,33.74
2024-01-06 01:00:00+01:00,3845.34,25.24,0.0,27.37
2024-01-06 02:00:00+01:00,3809.35,25.24,0.0,28.8
2024-01-06 03:00:00+01:00,3808.38,22.94,0.0,32.53
2024-01-06 04:00:00+01:00,3810.42,22.94,0.0,30.89
2024-01-06 05:00:00+01:00,3861.94,22.94,0.0,23.73
2024-01-06 06:00:00+01:00,3920.6,22.94,0.0,22.95
2024-01-06 07:00:00+01:00,3980.54,22.94,0.0,26.11
2024-01-06 08:00:00+01:00,4049.08,22.94,0.0,39.2
2024-01-06 09:00:00+01:00,4121.67,25.34,0.0,51.29
2024-01-06 10:00:00+01:00,4166.25,25.34,0.05,64.38
2024-01-06 11:00:00+01:00,4200.58,25.34,0.1,75.51
2024-01-06 12:00:00+01:00,4211.27,24.84,0.05,77.08
2024-01-06 13:00:00+01:00,4148.0,24.84,0.0,81.09
2024-01-06 14:00:00+01:00,4152.64,24.84,0.0,79.84
2024-01-06 15:00:00+01:00,4190.36,24.84,0.0,92.39
2024-01-06 16:00:00+01:00,4329.13,24.84,0.0,109.67
2024-01-06 17:00:00+01:00,4325.52,24.84,0.0,143.28
2024-01-06 18:00:00+01:00,4275.6,24.84,0.0,200.16
2024-01-06 19:00:00+01:00,4261.85,24.84,0.0,271.66
2024-01-06 20:00:00+01:00,4160.85,24.84,0.0,337.12
2024-01-06 21:00:00+01:00,4097.32,24.84,0.0,440.41
2024-01-06 22:00:00+01:00,4085.13,24.84,0.0,532.0
2024-01-06 23:00:00+01:00,3938.93,24.84,0.0,599.11
2024-01-07 00:00:00+01:00,4079.67,23.54,0.0,629.78
2024-01-07 01:00:00+01:00,3863.93,23.54,0.0,654.84
2024-01-07 02:00:00+01:00,3812.72,23.54,0.0,619.44
2024-01-07 03:00:00+01:00,3810.66,23.54,0.0,613.07
2024-01-07 04:00:00+01:00,3808.1,23.54,0.0,576.03
2024-01-07 05:00:00+01:00,3810.81,23.54,0.0,556.33
2024-01-07 06:00:00+01:00,3793.11,25.54,0.0,549.76
2024-01-07 07:00:00+01:00,3787.64,25.54,0.0,567.89
2024-01-07 08:00:00+01:00,4058.03,29.54,0.0,584.69
2024-01-07 09:00:00+01:00,4106.77,31.54,0.0,742.0
2024-01-07 10:00:00+01:00,4108.24,31.54,0.03,899.2
2024-01-07 11:00:00+01:00,4041.91,28.54,0.07,1119.19
2024-01-07 12:00:00+01:00,3826.56,31.54,0.05,1196.56
2024-01-07 13:00:00+01:00,3727.74,31.54,0.01,1462.88
2024-01-07 14:00:00+01:00,3710.3,31.54,0.0,1690.78
2024-01-07 15:00:00+01:00,3599.93,31.54,0.0,1802.0
2024-01-07 16:00:00+01:00,3617.41,31.54,0.0,1925.56
2024-01-07 17:00:00+01:00,3463.83,31.54,0.0,1962.48
2024-01-07 18:00:00+01:00,3441.92,31.54,0.0,2002.85
2024-01-07 19:00:00+01:00,3228.8,31.54,0.0,2004.21
2024-01-07 20:00:00+01:00,3135.19,31.54,0.0,1942.97
2024-01-07 21:00:00+01:00,3426.64,31.54,0.0,2008.44
2024-01-07 22:00:00+01:00,3316.27,31.54,0.0,1899.62
2024-01-07 23:00:00+01:00,3320.27,31.54,0.0,1845.71
2024-01-08 00:00:00+01:00,3032.76,28.54,0.0,1979.3
2024-01-08 01:00:00+01:00,2995.89,28.54,0.0,1882.77
2024-01-08 02:00:00+01:00,3129.63,31.54,0.0,1844.67
2024-01-08 03:00:00+01:00,3179.12,31.54,0.0,1722.12
2024-01-08 04:00:00+01:00,3404.06,31.54,0.0,1659.67
2024-01-08 05:00:00+01:00,3402.81,31.54,0.0,1666.8
2024-01-08 06:00:00+01:00,3049.85,31.54,0.0,1614.98
2024-01-08 07:00:00+01:00,2997.26,31.54,0.0,1551.22
2024-01-08 08:00:00+01:00,3003.49,31.54,0.0,1613.76
2024-01-08 09:00:00+01:00,3005.91,31.54,0.0,1623.48
2024-01-08 10:00:00+01:00,2860.54,31.54,0.03,1698.1
2024-01-08 11:00:00+01:00,2628.23,28.54,0.1,1781.69
2024-01-08 12:00:00+01:00,2623.92,25.54,0.12,1775.71
2024-01-08 13:00:00+01:00,2686.14,25.54,0.05,1796.58
2024-01-08 14:00:00+01:00,2670.61,25.54,0.0,1811.64
2024-01-08 15:00:00+01:00,2634.76,25.54,0.0,1784.42
2024-01-08 16:00:00+01:00,2562.95,22.94,0.0,1819.5
2024-01-08 17:00:00+01:00,2514.9,22.94,0.0,1905.34
2024-01-08 18:00:00+01:00,2472.19,17.94,0.0,2017.96
2024-01-08 19:00:00+01:00,2459.56,17.94,0.0,2119.9
2024-01-08 20:00:00+01:00,2441.26,17.94,0.0,2168.67
2024-01-08 21:00:00+01:00,2449.64,17.94,0.0,2239.74
2024-01-08 22:00:00+01:00,2387.74,17.94,0.0,2214.05
2024-01-08 23:00:00+01:00,2346.17,18.74,0.0,2253.29
2024-01-09 00:00:00+01:00,1802.3,20.44,0.0,2296.39
2024-01-09 01:00:00+01:00,1737.24,20.44,0.0,2278.12
2024-01-09 02:00:00+01:00,1726.62,20.44,0.0,2286.24
2024-01-09 03:00:00+01:00,1705.59,20.44,0.0,2291.21
2024-01-09 04:00:00+01:00,1766.96,20.44,0.0,2241.43
2024-01-09 05:00:00+01:00,1842.73,20.84,0.0,2213.35
2024-01-09 06:00:00+01:00,1845.87,20.84,0.0,2172.46
2024-01-09 07:00:00+01:00,1982.26,20.84,0.0,2208.99
2024-01-09 08:00:00+01:00,2157.76,20.84,0.0,2058.08
2024-01-09 09:00:00+01:00,2054.51,20.84,0.0,2061.06
2024-01-09 10:00:00+01:00,2044.96,20.84,0.02,2037.49
2024-01-09 11:00:00+01:00,2067.52,19.64,0.07,1946.02
2024-01-09 12:00:00+01:00,2235.21,24.64,0.09,1779.5
2024-01-09 13:00:00+01:00,2246.76,24.64,0.04,1623.34
2024-01-09 14:00:00+01:00,2222.59,24.64,0.0,1578.75
2024-01-09 15:00:00+01:00,2215.95,24.64,0.0,1634.98
2024-01-09 16:00:00+01:00,2201.97,24.64,0.0,1651.83
2024-01-09 17:00:00+01:00,2144.69,24.64,0.0,1668.9
2024-01-09 18:00:00+01:00,2138.72,24.64,0.0,1580.53
2024-01-09 19:00:00+01:00,2151.51,24.64,0.0,1499.74
2024-01-09 20:00:00+01:00,2098.44,24.64,0.0,1448.44
2024-01-09 21:00:00+01:00,2086.86,24.64,0.0,1504.19
2024-01-09 22:00:00+01:00,2051.39,24.64,0.0,1581.85
2024-01-09 23:00:00+01:00,2048.31,24.64,0.0,1597.11
2024-01-10 00:00:00+01:00,1907.6,25.14,0.0,1593.85
2024-01-10 01:00:00+01:00,1951.95,25.14,0.0,1547.64
2024-01-10 02:00:00+01:00,1959.72,25.14,0.0,1496.35
2024-01-10 03:00:00+01:00,2044.89,25.14,0.0,1606.59
2024-01-10 04:00:00+01:00,2060.76,25.14,0.0,1834.82
2024-01-10 05:00:00+01:00,1892.83,25.14,0.0,2061.92
2024-01-10 06:00:00+01:00,1853.39,25.14,0.0,2105.67
2024-01-10 07:00:00+01:00,1880.62,25.14,0.0,2104.84
2024-01-10 08:00:00+01:00,1874.5,25.14,0.0,2143.0
2024-01-10 09:00:00+01:00,1823.59,25.14,0.0,2131.06
2024-01-10 10:00:00+01:00,1797.73,20.14,0.03,2220.26
2024-01-10 11:00:00+01:00,1827.98,25.84,0.07,2300.32
2024-01-10 12:00:00+01:00,1814.09,20.14,0.08,2269.95
2024-01-10 13:00:00+01:00,1702.94,20.14,0.05,2300.98
2024-01-10 14:00:00+01:00,1778.09,20.14,0.0,2325.92
2024-01-10 15:00:00+01:00,1805.87,20.14,0.0,2366.0
2024-01-10 16:00:00+01:00,1765.66,20.14,0.0,2358.16
2024-01-10 17:00:00+01:00,1669.1,25.94,0.0,2344.98
2024-01-10 18:00:00+01:00,1674.5,25.94,0.0,2304.03
2024-01-10 19:00:00+01:00,1616.14,25.94,0.0,2246.87
2024-01-10 20:00:00+01:00,1607.08,25.94,0.0,2157.74
2024-01-10 21:00:00+01:00,1662.51,25.94,0.0,2053.41
2024-01-10 22:00:00+01:00,1612.87,25.94,0.0,1959.8
2024-01-10 23:00:00+01:00,1381.01,25.94,0.0,1798.67
2024-01-11 00:00:00+01:00,1402.99,35.34,0.0,1628.27
2024-01-11 01:00:00+01:00,1373.81,35.34,0.0,1292.57
2024-01-11 02:00:00+01:00,1673.8,35.34,0.0,1090.97
2024-01-11 03:00:00+01:00,1825.81,35.34,0.0,854.4
2024-01-11 04:00:00+01:00,1943.05,35.34,0.0,737.55
2024-01-11 05:00:00+01:00,2257.91,35.34,0.0,597.92
2024-01-11 06:00:00+01:00,2532.49,35.34,0.0,554.36
2024-01-11 07:00:00+01:00,3581.21,27.14,0.0,552.11
2024-01-11 08:00:00+01:00,3668.76,36.14,0.0,511.32
2024-01-11 09:00:00+01:00,3780.77,36.14,0.0,441.99
2024-01-11 10:00:00+01:00,3776.09,36.14,0.06,355.2
2024-01-11 11:00:00+01:00,3846.21,39.34,0.14,256.62
2024-01-11 12:00:00+01:00,3857.49,35.84,0.16,195.92
2024-01-11 13:00:00+01:00,3849.72,39.64,0.08,150.12
2024-01-11 14:00:00+01:00,3851.79,39.64,0.0,130.51
2024-01-11 15:00:00+01:00,3916.85,38.64,0.0,242.32
2024-01-11 16:00:00+01:00,3801.76,38.64,0.0,399.79
2024-01-11 17:00:00+01:00,3778.23,38.54,0.0,606.09
2024-01-11 18:00:00+01:00,3729.06,38.54,0.0,772.39
2024-01-11 19:00:00+01:00,3637.57,38.54,0.0,893.99
2024-01-11 20:00:00+01:00,3497.59,38.54,0.0,1035.2
2024-01-11 21:00:00+01:00,3193.78,38.54,0.0,1113.51
2024-01-11 22:00:00+01:00,2771.17,38.54,0.0,1123.35
2024-01-11 23:00:00+01:00,2707.78,38.34,0.0,1032.84
2024-01-12 00:00:00+01:00,2951.09,44.44,0.0,860.35
2024-01-12 01:00:00+01:00,2994.12,44.44,0.0,822.79
2024-01-12 02:00:00+01:00,3032.96,46.94,0.0,808.88
2024-01-12 03:00:00+01:00,2937.27,46.94,0.0,729.77
2024-01-12 04:00:00+01:00,2907.76,46.94,0.0,793.78
2024-01-12 05:00:00+01:00,2912.5,47.04,0.0,765.9
2024-01-12 06:00:00+01:00,2929.57,47.04,0.0,680.31
2024-01-12 07:00:00+01:00,3274.45,46.94,0.0,523.89
2024-01-12 08:00:00+01:00,3296.65,46.94,0.0,404.93
2024-01-12 09:00:00+01:00,3386.1,46.94,0.0,407.26
2024-01-12 10:00:00+01:00,3483.16,47.04,0.03,206.99
2024-01-12 11:00:00+01:00,3521.64,47.04,0.08,88.04
2024-01-12 12:00:00+01:00,3725.46,44.54,0.09,53.04
2024-01-12 13:00:00+01:00,3739.36,47.04,0.04,44.34
2024-01-12 14:00:00+01:00,3759.99,47.04,0.0,42.7
2024-01-12 15:00:00+01:00,3754.74,47.04,0.0,68.28
2024-01-12 16:00:00+01:00,3751.75,47.04,0.0,139.84
2024-01-12 17:00:00+01:00,3747.41,46.84,0.0,330.25
2024-01-12 18:00:00+01:00,3732.06,46.84,0.0,566.14
2024-01-12 19:00:00+01:00,3598.21,46.84,0.0,889.53
2024-01-12 20:00:00+01:00,3518.74,46.84,0.0,1155.38
2024-01-12 21:00:00+01:00,3373.21,46.84,0.0,1530.11
2024-01-12 22:00:00+01:00,3318.63,46.84,0.0,1259.48
2024-01-12 23:00:00+01:00,3162.56,46.74,0.0,1253.83
2024-01-13 00:00:00+01:00,3185.33,44.54,0.0,1302.41
2024-01-13 01:00:00+01:00,3097.05,44.54,0.0,1316.1
2024-01-13 02:00:00+01:00,2866.51,47.04,0.0,1264.13
2024-01-13 03:00:00+01:00,2735.4,47.04,0.0,1160.98
2024-01-13 04:00:00+01:00,2745.68,47.04,0.0,1022.82
2024-01-13 05:00:00+01:00,2924.55,47.04,0.0,760.96
2024-01-13 06:00:00+01:00,3116.94,47.04,0.0,507.84
2024-01-13 07:00:00+01:00,3407.68,47.04,0.0,282.14
2024-01-13 08:00:00+01:00,3502.26,47.04,0.0,175.26
2024-01-13 09:00:00+01:00,3549.91,47.04,0.0,239.56
2024-01-13 10:00:00+01:00,3603.71,46.94,0.01,355.04
2024-01-13 11:00:00+01:00,3597.27,46.94,0.02,551.25
2024-01-13 12:00:00+01:00,3595.33,44.44,0.03,830.34
2024-01-13 13:00:00+01:00,3572.47,46.94,0.01,920.14
2024-01-13 14:00:00+01:00,3559.9,46.94,0.0,975.63
2024-01-13 15:00:00+01:00,3693.55,46.94,0.0,1057.96
2024-01-13 16:00:00+01:00,3725.32,46.94,0.0,1117.35
2024-01-13 17:00:00+01:00,3689.98,46.14,0.0,1084.67
2024-01-13 18:00:00+01:00,3657.6,46.14,0.0,994.26
2024-01-13 19:00:00+01:00,3628.84,46.14,0.0,935.48
2024-01-13 20:00:00+01:00,3626.8,46.14,0.0,889.1
2024-01-13 21:00:00+01:00,3606.19,46.14,0.0,803.2
2024-01-13 22:00:00+01:00,3786.6,46.14,0.0,748.68
2024-01-13 23:00:00+01:00,3763.53,45.34,0.0,689.77
2024-01-14 00:00:00+01:00,3652.68,37.04,0.0,594.41
2024-01-14 01:00:00+01:00,3648.04,37.04,0.0,452.98
2024-01-14 02:00:00+01:00,3674.06,39.54,0.0,360.23
2024-01-14 03:00:00+01:00,3652.18,39.54,0.0,338.39
2024-01-14 04:00:00+01:00,3697.61,40.54,0.0,336.18
2024-01-14 05:00:00+01:00,3701.64,40.44,0.0,320.88
2024-01-14 06:00:00+01:00,3708.09,40.44,0.0,296.16
2024-01-14 07:00:00+01:00,3774.26,40.44,0.0,330.77
2024-01-14 08:00:00+01:00,3800.18,40.44,0.0,333.44
2024-01-14 09:00:00+01:00,3826.08,40.44,0.0,385.78
2024-01-14 10:00:00+01:00,3825.34,40.44,0.04,414.11
2024-01-14 11:00:00+01:00,3840.29,39.94,0.1,384.66
2024-01-14 12:00:00+01:00,3860.08,37.94,0.1,325.61
2024-01-14 13:00:00+01:00,3830.99,39.94,0.05,352.63
2024-01-14 14:00:00+01:00,3824.69,39.94,0.0,408.09
2024-01-14 15:00:00+01:00,3857.22,39.94,0.0,460.15
2024-01-14 16:00:00+01:00,3874.23,39.94,0.0,467.9
2024-01-14 17:00:00+01:00,3871.94,39.94,0.0,482.5
2024-01-14 18:00:00+01:00,3995.94,39.94,0.0,498.5
2024-01-14 19:00:00+01:00,3872.23,39.94,0.0,562.62
2024-01-14 20:00:00+01:00,3862.66,39.94,0.0,683.99
2024-01-14 21:00:00+01:00,3856.9,39.94,0.0,623.03
2024-01-14 22:00:00+01:00,3841.1,39.94,0.0,689.46
2024-01-14 23:00:00+01:00,3754.78,39.94,0.0,712.95
2024-01-15 00:00:00+01:00,3629.61,42.54,0.0,722.41
2024-01-15 01:00:00+01:00,3666.17,42.54,0.0,756.1
2024-01-15 02:00:00+01:00,3600.94,44.54,0.0,811.81
2024-01-15 03:00:00+01:00,3599.34,44.54,0.0,907.48
2024-01-15 04:00:00+01:00,3690.6,42.54,0.0,933.76
2024-01-15 05:00:00+01:00,3729.73,42.54,0.0,958.49
2024-01-15 06:00:00+01:00,3811.91,42.54,0.0,985.56
2024-01-15 07:00:00+01:00,3880.66,42.54,0.0,956.64
2024-01-15 08:00:00+01:00,4136.87,42.54,0.0,1033.65
2024-01-15 09:00:00+01:00,4179.54,42.54,0.05,938.45
2024-01-15 10:00:00+01:00,4151.55,42.64,0.14,909.62
2024-01-15 11:00:00+01:00,3841.37,42.34,0.23,932.9
2024-01-15 12:00:00+01:00,3890.75,40.34,0.26,949.01
2024-01-15 13:00:00+01:00,3874.35,41.64,0.11,985.1
2024-01-15 14:00:00+01:00,3924.4,42.24,0.0,1008.45
2024-01-15 15:00:00+01:00,3910.01,42.24,0.0,1054.1
2024-01-15 16:00:00+01:00,3917.3,42.24,0.0,1049.41
2024-01-15 17:00:00+01:00,3947.64,42.24,0.0,973.69
2024-01-15 18:00:00+01:00,3997.3,42.24,0.0,945.96
2024-01-15 19:00:00+01:00,3991.98,42.24,0.0,857.14
2024-01-15 20:00:00+01:00,3990.65,42.24,0.0,828.15
2024-01-15 21:00:00+01:00,3793.35,42.24,0.0,813.42
2024-01-15 22:00:00+01:00,3724.39,42.24,0.0,864.04
2024-01-15 23:00:00+01:00,3789.83,40.64,0.0,886.56
2024-01-16 00:00:00+01:00,3801.84,40.44,0.0,934.28
2024-01-16 01:00:00+01:00,3792.13,40.64,0.0,952.2
2024-01-16 02:00:00+01:00,3756.16,34.54,0.0,963.65
2024-01-16 03:00:00+01:00,3793.55,34.54,0.0,1019.84
2024-01-16 04:00:00+01:00,3795.43,34.54,0.0,976.89
2024-01-16 05:00:00+01:00,3834.67,34.54,0.0,995.2
2024-01-16 06:00:00+01:00,3980.72,34.74,0.0,992.53
2024-01-16 07:00:00+01:00,4157.43,34.74,0.0,946.29
2024-01-16 08:00:00+01:00,4213.23,34.74,0.0,886.2
2024-01-16 09:00:00+01:00,4309.5,30.74,0.03,904.78
2024-01-16 10:00:00+01:00,4224.05,30.64,0.1,889.73
2024-01-16 11:00:00+01:00,4153.72,31.04,0.17,826.38
2024-01-16 12:00:00+01:00,4140.13,31.04,0.2,757.88
2024-01-16 13:00:00+01:00,4081.8,30.94,0.09,704.57
2024-01-16 14:00:00+01:00,4076.94,30.94,0.0,670.97
2024-01-16 15:00:00+01:00,3998.75,30.94,0.0,663.06
2024-01-16 16:00:00+01:00,3992.07,30.94,0.0,644.86
2024-01-16 17:00:00+01:00,4121.98,31.14,0.0,630.65
2024-01-16 18:00:00+01:00,4187.6,31.14,0.0,547.86
2024-01-16 19:00:00+01:00,4113.46,31.14,0.0,519.17
2024-01-16 20:00:00+01:00,4097.93,31.14,0.0,410.8
2024-01-16 21:00:00+01:00,3833.5,31.14,0.0,347.43
2024-01-16 22:00:00+01:00,3815.5,31.14,0.0,268.37
2024-01-16 23:00:00+01:00,3778.38,31.44,0.0,200.25
2024-01-17 00:00:00+01:00,3731.79,31.74,0.0,200.91
2024-01-17 01:00:00+01:00,3735.93,31.54,0.0,188.35
2024-01-17 02:00:00+01:00,3743.71,31.74,0.0,167.67
2024-01-17 03:00:00+01:00,3699.4,31.54,0.0,144.64
2024-01-17 04:00:00+01:00,3686.02,31.44,0.0,178.37
2024-01-17 05:00:00+01:00,3700.79,31.84,0.0,192.64
2024-01-17 06:00:00+01:00,3762.32,31.84,0.0,216.57
2024-01-17 07:00:00+01:00,3910.1,31.84,0.0,253.12
2024-01-17 08:00:00+01:00,4158.64,31.64,0.0,298.4
2024-01-17 09:00:00+01:00,4115.21,31.64,0.0,348.93
2024-01-17 10:00:00+01:00,4094.84,31.64,0.01,477.4
2024-01-17 11:00:00+01:00,4081.23,27.74,0.02,560.95
2024-01-17 12:00:00+01:00,3956.61,27.74,0.02,618.35
2024-01-17 13:00:00+01:00,3910.36,27.44,0.01,760.99
2024-01-17 14:00:00+01:00,3835.47,27.94,0.0,933.76
2024-01-17 15:00:00+01:00,3809.47,27.74,0.0,1004.16
2024-01-17 16:00:00+01:00,3691.82,27.74,0.0,1265.9
2024-01-17 17:00:00+01:00,3696.56,27.94,0.0,1368.19
2024-01-17 18:00:00+01:00,3720.06,27.94,0.0,1389.4
2024-01-17 19:00:00+01:00,3681.65,27.94,0.0,1397.54
2024-01-17 20:00:00+01:00,3621.87,27.94,0.0,1456.65
2024-01-17 21:00:00+01:00,3642.97,27.94,0.0,1501.07
2024-01-17 22:00:00+01:00,3609.6,27.94,0.0,1490.44
