,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Offshore,Wind Onshore,Energy storage
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated
2024-01-01 01:00:00+01:00,73.8675,651.5575,0.0,,265.985,46.42,3951.135,563.79,0.0,249.6925,2092.24,,2139.5175,
2024-01-01 02:00:00+01:00,73.01,555.765,0.0,,405.3475,46.75,3947.9675,600.18,0.0,250.375,2099.94,,2138.7825,
2024-01-01 03:00:00+01:00,74.545,570.81,0.0,,262.7275,46.8125,3949.3075,594.82,0.0,248.675,2094.645,,2102.0425,
2024-01-01 04:00:00+01:00,74.11,601.4925,0.0,,679.35,46.8125,3951.8975,581.115,0.0,245.8125,2095.72,,2111.5575,
2024-01-01 05:00:00+01:00,72.635,621.78,0.0,,748.64,46.85,3953.29,566.185,0.0,244.6,2097.6425,,2077.0525,
2024-01-01 06:00:00+01:00,71.4575,671.4225,0.0,,178.84,46.85,3952.255,584.6125,0.0,246.7375,2098.1725,,2081.5325,
2024-01-01 07:00:00+01:00,74.1125,688.525,0.0,21.9725,,46.7025,3952.9775,622.98,0.0,242.63,2100.18,,2072.6375,
2024-01-01 08:00:00+01:00,73.49,682.455,0.0,5.37,7.9925,46.5775,3954.13,660.1425,0.055,249.945,2079.3225,,2000.7925,
2024-01-01 09:00:00+01:00,74.87,620.775,0.0,,12.205,46.74,3954.6875,687.08,94.87,246.4825,2096.3025,,1942.8875,
2024-01-01 10:00:00+01:00,74.2925,583.575,0.0,,13.7725,46.9075,3954.9625,708.7225,559.8125,242.9,2094.6575,,1817.8,
2024-01-01 11:00:00+01:00,74.84,611.3475,0.0,,596.1175,46.9825,3954.0225,730.2675,1113.1225,245.3725,2068.7725,,1748.905,
2024-01-01 12:00:00+01:00,74.7025,609.945,0.0,,835.1475,47.3075,3953.55,745.1,1109.325,243.955,2094.2825,,1752.9775,
2024-01-01 13:00:00+01:00,72.8225,618.6675,0.0,,352.2925,47.495,3954.3825,743.3425,894.59,245.0175,2094.3925,,1716.04,
2024-01-01 14:00:00+01:00,74.6925,624.3375,0.0,,342.72,47.4825,3953.765,741.55,666.585,242.345,2051.5375,,1610.63,
2024-01-01 15:00:00+01:00,73.4425,633.8025,0.0,27.34,50.025,47.4675,3949.55,755.745,271.0875,239.7725,1689.49,,1495.8725,
2024-01-01 16:00:00+01:00,74.375,612.9075,0.0,163.3275,0.3975,47.2425,3952.205,716.5275,16.625,243.2925,1237.4475,,1380.895,
2024-01-01 17:00:00+01:00,70.845,777.44,0.0,812.99,,47.0175,3955.0525,678.5475,0.0,247.8425,1297.375,,1165.2575,
2024-01-01 18:00:00+01:00,69.055,622.47,0.0,749.725,,46.9625,3955.44,556.355,0.0,254.6025,1908.9825,,1140.3,
2024-01-01 19:00:00+01:00,73.8925,652.24,0.0,848.905,,46.9725,3956.44,533.5675,0.0,254.7375,1739.4925,,1085.365,
2024-01-01 20:00:00+01:00,74.91,1015.395,45.045,895.0925,,47.23,3956.0125,532.42,0.0,253.975,1371.7575,,1235.115,
2024-01-01 21:00:00+01:00,73.9725,710.26,0.0,708.4425,,47.4525,3954.7975,529.8525,0.0,257.5475,1992.025,,1443.53,
2024-01-01 22:00:00+01:00,72.28,624.975,0.0,49.5775,26.7325,47.56,3955.03,529.01,0.0,258.8825,2003.5525,,1702.36,
2024-01-01 23:00:00+01:00,69.0925,617.3225,0.0,7.2025,37.14,47.7975,3954.7475,571.55,0.0,257.31,2040.04,,1898.9,
2024-01-02 00:00:00+01:00,70.0475,616.27,0.0,,410.8825,47.9775,3952.0075,582.375,0.0,258.6175,2036.6375,,1948.9625,
2024-01-02 01:00:00+01:00,73.2275,620.44,0.0,,853.61,48.195,3951.7425,583.1,0.0,255.2625,1926.9675,,1979.39,
2024-01-02 02:00:00+01:00,72.295,619.4075,0.0,,986.3825,48.235,3952.7725,607.915,0.0,261.475,1893.63,,1899.225,
2024-01-02 03:00:00+01:00,69.745,600.335,0.0,,804.3,48.5175,3950.97,623.67,0.0,264.4975,1964.0025,,2053.8825,
2024-01-02 04:00:00+01:00,70.06,556.9325,0.0,,786.8275,48.395,3948.6775,648.4,0.0,265.8925,1971.7225,,2145.435,
2024-01-02 05:00:00+01:00,70.1125,553.115,0.0,,838.13,48.275,3950.7,663.185,0.0,259.2775,2076.42,,2109.2725,
2024-01-02 06:00:00+01:00,67.15,574.7675,0.0,,699.39,48.04,3949.78,699.9625,0.0,257.3575,2024.8675,,2010.9575,
2024-01-02 07:00:00+01:00,66.5825,604.57,0.0,,150.7975,47.955,3947.1825,723.46,0.0,253.7925,2055.465,,1969.1125,
2024-01-02 08:00:00+01:00,69.4375,660.1525,0.0,143.1425,,47.2625,3945.6975,738.0625,0.0025,261.8975,2049.805,,1749.895,
2024-01-02 09:00:00+01:00,71.16,646.5675,0.0,254.815,,46.9125,3948.7025,808.425,20.56,257.7875,2002.8125,,1616.515,
2024-01-02 10:00:00+01:00,65.99,638.63,0.0,42.6075,0.1425,46.385,3944.8575,793.2375,108.745,252.13,1599.3725,,1787.3375,
2024-01-02 11:00:00+01:00,63.915,665.7375,0.0,101.58,,45.8625,3944.9475,755.27,109.0275,256.8725,1702.37,,1823.11,
2024-01-02 12:00:00+01:00,63.1525,684.7525,0.0,43.795,0.1475,45.49,3946.065,767.62,100.375,249.615,1981.5725,,1936.01,
2024-01-02 13:00:00+01:00,64.72,681.6,0.0,71.2375,0.13,44.77,3945.68,822.0775,185.1775,247.095,2068.8725,,2137.1,
2024-01-02 14:00:00+01:00,66.875,677.255,0.0,98.5025,,42.395,3945.1425,845.7475,148.9375,257.79,2079.41,,2134.01,
2024-01-02 15:00:00+01:00,71.6575,707.63,0.0,16.22,0.405,42.26,3946.4875,795.18,36.7725,251.15,2094.0575,,2227.4,
2024-01-02 16:00:00+01:00,75.33,713.08,0.0,0.0125,0.3925,40.1075,3945.6375,787.8175,3.9125,254.085,2039.4225,,2249.09,
2024-01-02 17:00:00+01:00,76.27,809.5925,0.0,954.38,,37.0125,3946.01,864.5925,0.0025,250.375,1350.325,,2313.9025,
2024-01-02 18:00:00+01:00,78.0625,739.29,0.0,883.6475,,35.665,3947.465,853.445,0.0,243.1975,1188.38,,2243.0675,
2024-01-02 19:00:00+01:00,73.305,722.595,0.0,824.47,,33.1725,3945.22,734.0975,0.0,239.2625,1207.3125,,2244.315,
2024-01-02 20:00:00+01:00,73.595,777.285,0.0,431.1725,,31.3,3943.7475,684.2325,0.0,240.5575,1366.5575,,2224.665,
2024-01-02 21:00:00+01:00,75.1625,809.1025,0.0,206.735,,29.985,3943.8625,688.9525,0.0,238.19,1479.3725,,2223.74,
2024-01-02 22:00:00+01:00,72.635,737.975,0.0,219.7375,,28.9275,3943.485,635.94,0.0,237.12,1508.6425,,2214.6875,
2024-01-02 23:00:00+01:00,71.675,737.6025,0.0,,150.78,28.2075,3943.2375,642.17,0.0,226.3025,1667.01,,2162.26,
2024-01-03 00:00:00+01:00,70.19,689.865,0.0,,800.7575,27.495,3937.5225,560.6725,0.0,233.795,2011.9525,,2082.0475,
2024-01-03 01:00:00+01:00,73.385,701.02,0.0,,803.56,24.7225,3935.65,573.755,0.0,239.6875,2056.635,,2103.6175,
2024-01-03 02:00:00+01:00,72.38,697.3375,0.0,,789.8975,21.3525,3934.9625,590.26,0.0,245.01,2063.8375,,2095.0025,
2024-01-03 03:00:00+01:00,73.7,682.335,0.0,,741.235,20.0225,3932.7525,604.53,0.0,242.6075,2049.53,,2072.1725,
2024-01-03 04:00:00+01:00,72.43,644.615,0.0,,734.855,19.445,3929.265,604.235,0.0,243.625,2038.08,,2077.975,
2024-01-03 05:00:00+01:00,72.735,661.135,0.0,,728.515,18.2875,3923.9425,608.22,0.0,242.345,2025.6725,,1999.365,
2024-01-03 06:00:00+01:00,73.3,674.195,0.0,,721.59,18.025,3931.5925,636.795,0.0,239.405,2063.1625,,1964.1675,
2024-01-03 07:00:00+01:00,73.925,696.125,0.0,,59.59,17.0875,3927.8125,679.4425,0.0,236.8775,2046.49,,2144.405,
2024-01-03 08:00:00+01:00,72.8375,747.925,0.0,,8.395,16.385,3928.52,726.8625,0.1175,239.4625,2065.5025,,2130.915,
2024-01-03 09:00:00+01:00,73.74,750.9425,0.0,,8.595,16.13,3929.38,796.085,136.71,232.6675,2066.7525,,2143.3825,
2024-01-03 10:00:00+01:00,72.6175,715.045,0.0,62.2175,2.1875,16.1925,3930.28,806.5175,466.3975,231.7475,2039.1725,,2046.4125,
2024-01-03 11:00:00+01:00,72.92,718.3325,0.0,18.87,0.0275,16.2,3934.4325,780.0175,609.5925,238.385,2012.6525,,2073.0775,
2024-01-03 12:00:00+01:00,69.5225,719.115,0.0,40.1425,0.015,16.5125,3930.2175,799.055,649.115,237.9075,2051.41,,2027.935,
2024-01-03 13:00:00+01:00,70.76,695.0525,0.0,64.5375,,16.345,3930.6,819.7325,571.71,237.13,1984.015,,2071.8825,
2024-01-03 14:00:00+01:00,63.1975,694.5625,0.0,35.7425,0.13,15.71,3928.94,801.69,406.35,235.1025,2026.9525,,1995.9675,
2024-01-03 15:00:00+01:00,64.725,724.745,0.0,0.2625,0.25,15.46,3925.5425,789.2025,245.4425,234.28,2005.8475,,1932.045,
2024-01-03 16:00:00+01:00,66.6075,781.1475,0.0,44.4725,0.0675,15.375,3924.0975,774.86,30.585,228.56,2041.7925,,1851.8975,
2024-01-03 17:00:00+01:00,68.06,827.17,0.0,832.485,,15.3825,3926.4225,860.4375,0.0075,234.37,1881.3775,,1878.135,
2024-01-03 18:00:00+01:00,68.905,786.455,0.0,886.72,,15.205,3928.655,866.9225,0.0,238.5025,1992.61,,2000.1675,
2024-01-03 19:00:00+01:00,69.67,800.8375,0.0,845.505,,15.1175,3927.4125,727.9875,0.0,230.925,2040.7175,,1988.9375,
2024-01-03 20:00:00+01:00,65.5925,812.8975,0.0,534.6075,,14.9725,3927.255,670.6675,0.0,241.13,2061.235,,2040.59,
2024-01-03 21:00:00+01:00,65.31,775.87,0.0,34.38,1.8925,14.7625,3927.6325,700.82,0.0,242.4475,2026.1525,,2014.52,
2024-01-03 22:00:00+01:00,64.965,798.0575,0.0,,11.9875,14.5225,3930.15,701.0725,0.0,240.3775,2030.3625,,1923.585,
2024-01-03 23:00:00+01:00,65.975,765.895,0.0,49.63,2.8825,14.13,3932.87,704.5975,0.0,242.5575,1773.08,,1823.395,
2024-01-04 00:00:00+01:00,67.745,711.9775,0.0,,571.7275,13.98,3932.43,552.7325,0.0,240.215,1465.0925,,1668.99,
2024-01-04 01:00:00+01:00,65.9325,720.51,0.0,,941.3675,13.4875,3931.5475,564.2275,0.0,239.6175,1611.1375,,1469.6375,
2024-01-04 02:00:00+01:00,66.935,722.5475,0.0,,781.8175,13.425,3930.9975,575.255,0.0,240.7325,1585.5475,,1264.155,
2024-01-04 03:00:00+01:00,66.81,744.0825,0.0,,930.4625,12.9325,3932.4125,613.5075,0.0,240.3,1861.7525,,1185.6825,
2024-01-04 04:00:00+01:00,66.8625,776.2575,0.0,,922.1275,12.13,3931.1425,599.455,0.0,244.4825,1754.8325,,1226.9525,
2024-01-04 05:00:00+01:00,66.3325,856.3275,0.0,,908.7925,11.975,3930.7375,621.13,0.0,244.31,1674.425,,1192.64,
2024-01-04 06:00:00+01:00,67.08,1038.3825,0.0,,193.175,12.095,3931.545,677.73,0.0,246.41,1650.4175,,1256.81,
2024-01-04 07:00:00+01:00,67.2775,987.095,0.0,,132.4,12.025,3933.735,721.75,0.0,246.58,1909.5075,,1299.68,
2024-01-04 08:00:00+01:00,67.13,1102.8975,0.0,,110.53,13.2025,3937.42,764.2275,0.045,249.2125,1870.9475,,1365.665,
2024-01-04 09:00:00+01:00,68.0125,1388.685,0.0,147.585,,14.7175,3939.9225,810.345,177.105,247.73,1572.3575,,1314.4475,
2024-01-04 10:00:00+01:00,69.77,1583.5825,0.0,16.8575,28.915,14.9675,3934.14,829.82,702.645,245.1675,1464.895,,1359.7225,
2024-01-04 11:00:00+01:00,69.555,1539.1925,0.0,,76.3425,15.1925,3932.2575,797.985,1334.545,257.8675,1086.045,,1227.8375,
2024-01-04 12:00:00+01:00,66.3275,1631.04,0.0,,34.9025,15.35,3931.8925,848.905,1748.125,258.7025,780.98,,1145.375,
2024-01-04 13:00:00+01:00,66.575,1648.6075,0.0,,41.3625,15.7775,3936.77,852.5825,1747.7225,260.2475,480.31,,886.03,
2024-01-04 14:00:00+01:00,65.75,1976.7825,0.0,,41.3825,15.6475,3936.355,800.65,1300.58,261.79,337.4875,,655.9275,
2024-01-04 15:00:00+01:00,64.2425,2505.8425,0.0,16.4,20.8225,15.6075,3936.2275,793.9825,582.8125,256.615,234.655,,585.975,
2024-01-04 16:00:00+01:00,66.04,2817.6325,0.0,850.2225,,15.5925,3938.0975,805.0575,38.275,261.19,160.16,,579.835,
2024-01-04 17:00:00+01:00,67.6225,2816.275,0.0,1017.19,,15.2675,3935.7875,884.2975,0.0025,249.4125,353.6325,,664.3275,
2024-01-04 18:00:00+01:00,68.4875,2845.28,0.0,979.1525,,15.0875,3933.9575,815.025,0.0,251.1975,463.6125,,725.935,
2024-01-04 19:00:00+01:00,70.815,2805.53,0.0,816.4125,,15.14,3937.11,719.3425,0.0,259.58,637.5725,,849.535,
2024-01-04 20:00:00+01:00,70.66,1815.7575,0.0,147.7925,,15.1025,3937.22,672.095,0.0,256.1225,1110.215,,1009.49,
2024-01-04 21:00:00+01:00,72.5125,1505.245,0.0,50.97,0.1525,15.09,3935.35,689.9475,0.0,257.5675,1567.6675,,1251.09,
2024-01-04 22:00:00+01:00,71.83,1469.685,0.0,,0.495,15.07,3931.8,711.61,0.0,257.9825,1873.0425,,1441.1925,
2024-01-04 23:00:00+01:00,71.7625,1458.5225,0.0,,1.2375,15.245,3927.4025,758.1525,0.0,250.695,1876.7725,,1560.895,
2024-01-05 00:00:00+01:00,70.3425,1237.035,0.0,,8.58,15.31,3927.285,636.48,0.0,259.6875,1913.1525,,1648.0575,
2024-01-05 01:00:00+01:00,70.815,1044.155,0.0,,8.5425,15.6075,3926.965,599.51,0.0,253.6575,1967.7,,1706.2775,
2024-01-05 02:00:00+01:00,71.14,1048.815,0.0,,416.5375,15.6275,3926.72,601.4,0.0,256.6575,1930.7675,,1758.9175,
2024-01-05 03:00:00+01:00,72.195,1045.795,0.0,,908.2925,15.7425,3934.3275,644.2325,0.0,255.98,2012.875,,1876.285,
2024-01-05 04:00:00+01:00,72.0875,1093.815,0.0,,900.8875,15.7025,3936.625,612.715,0.0,253.035,2056.4825,,2009.51,
2024-01-05 05:00:00+01:00,66.035,1068.4875,0.0,,190.35,15.715,3937.845,649.2025,0.0,253.725,2044.815,,2082.13,
2024-01-05 06:00:00+01:00,70.6975,1152.095,0.0,,101.215,15.685,3936.7275,736.6925,0.0,251.385,1723.2175,,2157.0725,
2024-01-05 07:00:00+01:00,65.2625,1200.6575,0.0,,213.165,15.5775,3938.68,745.81,0.0,254.5,1860.2875,,2259.385,
2024-01-05 08:00:00+01:00,72.6025,1284.26,0.0,80.7,93.3325,15.4975,3939.395,772.5975,0.44,245.3725,1376.4725,,2273.4075,
2024-01-05 09:00:00+01:00,72.825,1219.2225,0.0,48.0825,0.285,15.515,3942.73,816.04,107.5275,242.9175,1435.85,,2234.0675,
2024-01-05 10:00:00+01:00,73.6325,1153.5825,0.0,,31.095,15.375,3942.045,816.13,293.3175,234.4,1260.4125,,2191.8125,
2024-01-05 11:00:00+01:00,74.445,1182.9925,0.0,18.3875,21.675,15.25,3942.4225,795.485,378.0125,248.8075,1262.1725,,2188.8225,
2024-01-05 12:00:00+01:00,73.285,1223.745,0.0,4.115,0.3725,15.115,3942.1125,848.5575,379.255,244.78,1339.715,,2192.02,
2024-01-05 13:00:00+01:00,73.235,1159.8575,0.0,0.2,0.22,15.25,3941.205,792.735,335.845,245.665,1314.19,,2118.24,
2024-01-05 14:00:00+01:00,71.75,1103.36,0.0,,80.9375,15.5975,3941.1975,760.7675,238.0725,241.5275,1771.6575,,1943.5525,
2024-01-05 15:00:00+01:00,74.1425,1161.7275,0.0,,46.655,15.715,3941.4175,802.205,108.6175,236.2575,1867.62,,1791.61,
2024-01-05 16:00:00+01:00,74.4375,1183.3,0.0,100.1025,1.0475,16.035,3941.68,846.05,10.6775,244.4275,1855.2225,,1546.955,
2024-01-05 17:00:00+01:00,73.98,1180.4325,0.0,614.55,,16.0775,3941.2975,895.8375,0.005,241.1425,1955.6325,,1292.6175,
2024-01-05 18:00:00+01:00,77.9875,1182.3625,0.0,745.325,,16.0425,3938.49,820.4225,0.0,242.54,1965.505,,1225.69,
2024-01-05 19:00:00+01:00,76.6125,1157.9525,0.0,132.19,,16.0175,3942.425,788.8275,0.0,247.545,1977.92,,1089.215,
2024-01-05 20:00:00+01:00,75.7975,1161.6525,0.0,99.4975,,15.9575,3943.8425,731.95,0.0,244.7225,1782.38,,1050.2525,
2024-01-05 21:00:00+01:00,78.805,1169.995,0.0,4.04,6.71,15.8725,3945.285,755.9825,0.0,244.215,1718.895,,950.215,
2024-01-05 22:00:00+01:00,73.205,1132.79,0.0,,13.0825,15.8975,3945.7475,761.455,0.0,241.585,1684.0125,,875.1825,
2024-01-05 23:00:00+01:00,71.12,1092.48,0.0,,44.1475,16.0775,3947.97,757.995,0.0,243.4525,1668.95,,871.55,
2024-01-06 00:00:00+01:00,74.33,987.7125,0.0,43.6625,21.6125,16.175,3946.865,624.2175,0.0,247.4625,1477.3625,,771.415,
2024-01-06 01:00:00+01:00,74.915,1086.17,0.0,151.7925,,16.51,3945.585,609.7525,0.0,241.9325,1380.3275,,640.2575,
2024-01-06 02:00:00+01:00,74.25,1084.965,0.0,12.705,5.225,16.54,3944.655,604.6775,0.0,230.6875,1425.1325,,573.6575,
2024-01-06 03:00:00+01:00,74.0575,1093.395,0.0,40.4725,1.9375,16.5375,3946.1125,602.645,0.0,243.7475,1339.42,,520.96,
2024-01-06 04:00:00+01:00,75.22,1087.7375,0.0,,682.5025,16.5125,3945.97,602.35,0.0,252.58,1307.1675,,480.2125,
2024-01-06 05:00:00+01:00,76.51,1070.9875,0.0,,187.54,16.51,3945.8,625.56,0.0,256.8675,1214.1425,,463.12,
2024-01-06 06:00:00+01:00,75.7775,1111.69,0.0,,19.6775,16.5175,3945.07,665.3275,0.0,254.6975,1362.8825,,396.3275,
2024-01-06 07:00:00+01:00,75.1675,1177.0825,0.0,,12.0975,16.7825,3945.455,700.5225,0.0,256.01,1430.8325,,373.9775,
2024-01-06 08:00:00+01:00,73.7325,1505.78,0.0,,12.065,16.8825,3946.9025,796.7425,0.075,253.54,1252.0225,,367.96,
2024-01-06 09:00:00+01:00,74.78,1671.12,0.0,176.7975,,17.0225,3948.3525,832.5575,22.0,256.0175,1067.5875,,362.6175,
2024-01-06 10:00:00+01:00,73.1375,1704.56,0.0,60.885,1.79,17.21,3950.01,791.7975,133.065,245.465,885.28,,326.9725,
2024-01-06 11:00:00+01:00,75.8725,1665.8975,0.0,220.985,,16.6225,3948.9,799.3625,241.2225,249.815,829.9775,,328.4675,
2024-01-06 12:00:00+01:00,74.685,1645.585,0.0,11.33,5.4,18.2775,3951.29,793.8775,273.0475,254.075,890.7825,,378.7725,
2024-01-06 13:00:00+01:00,65.695,1624.52,0.0,16.7125,3.58,19.085,3950.885,805.905,269.97,255.5125,1110.0825,,456.0775,
2024-01-06 14:00:00+01:00,71.515,1583.975,0.0,,5.7825,19.1075,3949.0825,859.715,234.695,251.9375,1304.0825,,551.685,
2024-01-06 15:00:00+01:00,71.615,1635.1325,0.0,,0.6825,19.175,3949.71,851.7425,119.86,254.495,1457.8525,,544.8125,
2024-01-06 16:00:00+01:00,72.0625,1654.825,0.0,,0.5375,19.3975,3950.34,811.615,14.8275,252.6275,1582.8,,583.78,
2024-01-06 17:00:00+01:00,72.0725,1639.5825,0.0,52.215,0.26,19.7825,3949.9675,838.0925,0.0025,253.2675,1448.76,,577.755,
2024-01-06 18:00:00+01:00,74.9075,1652.565,0.0,271.8525,,20.1325,3948.8025,857.765,0.0,257.5575,1442.1575,,523.935,
2024-01-06 19:00:00+01:00,72.7775,1677.62,0.0,222.535,,20.5575,3948.05,855.2025,0.0,256.71,1387.5,,487.0025,
2024-01-06 20:00:00+01:00,74.31,1651.8425,0.0,254.9575,,20.4975,3949.0625,792.3175,0.0,260.28,1277.765,,445.1625,
2024-01-06 21:00:00+01:00,74.605,1785.8525,0.0,78.565,3.8225,20.675,3950.5325,674.8825,0.0,258.0,1159.765,,419.8925,
2024-01-06 22:00:00+01:00,75.4025,1394.315,0.0,26.485,77.6525,20.69,3952.9725,662.54,0.0,258.1975,1062.885,,409.5925,
2024-01-06 23:00:00+01:00,73.855,958.175,0.0,12.21,45.005,20.33,3953.3275,645.1825,0.0,251.39,1216.025,,382.4825,
2024-01-07 00:00:00+01:00,73.3625,845.8125,0.0,18.9225,67.545,20.2,3952.655,574.9975,0.0,245.3225,1107.4175,,420.845,
2024-01-07 01:00:00+01:00,76.6475,825.0025,0.0,66.2125,23.405,20.03,3952.0925,567.2975,0.0,233.1275,1054.4375,,416.035,
2024-01-07 02:00:00+01:00,74.16,825.82,0.0,,386.74,19.8925,3950.68,601.02,0.0,239.5375,1610.9725,,472.8425,
2024-01-07 03:00:00+01:00,75.185,832.23,0.0,,649.08,19.95,3948.275,608.6575,0.0,234.24,1895.825,,488.1425,
2024-01-07 04:00:00+01:00,76.0775,838.2575,0.0,,760.475,19.96,3949.3325,592.605,0.0,240.5025,1964.31,,446.985,
2024-01-07 05:00:00+01:00,72.925,840.8275,0.0,,739.675,19.99,3949.645,585.83,0.0,237.265,2067.6025,,422.32,
2024-01-07 06:00:00+01:00,74.7025,832.67,0.0,,343.5375,20.0125,3950.405,605.865,0.0,240.585,2055.385,,426.88,
2024-01-07 07:00:00+01:00,73.5175,836.36,0.0,,28.59,20.09,3948.9975,642.915,0.0,232.15,2062.8475,,432.2725,
2024-01-07 08:00:00+01:00,73.54,834.1975,0.0,,10.3125,20.3325,3947.025,677.055,0.01,229.17,2007.34,,440.11,
2024-01-07 09:00:00+01:00,72.015,835.255,0.0,12.165,4.035,20.7225,3948.445,699.3775,11.0525,231.8225,1791.8125,,517.3425,
2024-01-07 10:00:00+01:00,73.0825,831.9175,0.0,0.05,7.7375,20.885,3951.165,714.9325,72.98,237.425,1643.2125,,659.4675,
2024-01-07 11:00:00+01:00,73.1125,842.22,0.0,,10.2625,20.815,3951.0575,729.7,141.1275,245.23,1610.775,,726.49,
2024-01-07 12:00:00+01:00,72.84,879.15,0.0,11.9625,4.7625,20.7825,3951.845,748.9375,200.085,246.24,1608.79,,785.755,
2024-01-07 13:00:00+01:00,74.115,895.0375,0.0,228.99,,20.665,3955.385,763.235,220.8525,244.275,1534.685,,772.495,
2024-01-07 14:00:00+01:00,73.685,891.5625,0.0,466.3325,,21.1,3953.7225,752.76,180.3125,240.695,1552.0275,,902.095,
2024-01-07 15:00:00+01:00,74.2075,876.16,0.0,124.8125,8.2225,21.2325,3951.825,764.065,91.0575,244.415,1665.275,,1036.5825,
2024-01-07 16:00:00+01:00,74.2175,783.14,0.0,,109.66,22.05,3952.01,765.08,14.0475,243.8675,1842.1575,,1185.975,
2024-01-07 17:00:00+01:00,73.475,848.8725,0.0,75.65,11.23,23.3225,3952.165,755.315,0.0,244.41,1910.8925,,1294.4075,
2024-01-07 18:00:00+01:00,71.3225,873.0275,0.0,530.445,,24.075,3953.175,599.1325,0.0,247.87,1936.7175,,1330.66,
2024-01-07 19:00:00+01:00,72.82,1197.4925,0.0,164.6075,,24.05,3953.3325,568.5825,0.0,248.7775,1995.505,,1278.035,
2024-01-07 20:00:00+01:00,74.6075,1194.8225,0.0,71.5575,,24.005,3953.7025,647.5875,0.0,248.24,1958.8175,,1255.7075,
2024-01-07 21:00:00+01:00,72.37,1145.5625,0.0,24.655,0.7025,23.9725,3954.9175,607.5025,0.0,250.95,1964.54,,1224.9125,
2024-01-07 22:00:00+01:00,71.8725,1214.4675,0.0,12.365,43.3475,23.965,3955.42,573.89,0.0,250.62,1916.8375,,1122.7125,
2024-01-07 23:00:00+01:00,70.23,1170.76,0.0,9.37,121.3275,24.19,3956.89,643.67,0.0,246.4125,1887.8475,,1014.41,
2024-01-08 00:00:00+01:00,71.51,1091.725,0.0,,655.6475,24.97,3957.135,560.4875,0.0,246.3925,1989.89,,1063.98,
2024-01-08 01:00:00+01:00,72.2525,1067.905,0.0,,942.9975,25.6075,3956.33,578.0725,0.0,241.115,2011.0775,,1195.28,
2024-01-08 02:00:00+01:00,72.65,1072.1,0.0,,936.205,25.9375,3955.58,588.2875,0.0,244.815,2012.36,,1290.1925,
2024-01-08 03:00:00+01:00,72.1675,1028.025,0.0,,927.385,26.185,3954.75,578.615,0.0,246.3325,2033.9475,,1247.6325,
2024-01-08 04:00:00+01:00,73.2025,1237.3375,0.0,,933.3625,26.3825,3954.1975,600.75,0.0,249.9275,2031.8325,,1216.7825,
2024-01-08 05:00:00+01:00,71.6625,1579.0925,0.0,,664.2775,26.465,3954.0,623.235,0.0,245.26,2027.81,,1158.5175,
2024-01-08 06:00:00+01:00,72.15,2173.505,0.0,33.4075,61.3325,26.4975,3953.3675,643.5725,0.0,245.05,2038.18,,1021.175,
2024-01-08 07:00:00+01:00,63.3,3082.16,0.0,360.0425,,26.5275,3950.9475,712.5575,0.0,246.0675,1819.3775,,867.54,
2024-01-08 08:00:00+01:00,64.3575,3227.115,0.0,218.46,,28.09,3949.7,787.27,0.0375,243.7825,1637.8575,,877.7175,
2024-01-08 09:00:00+01:00,63.615,3221.1225,0.0,126.07,,30.675,3949.7775,803.815,74.1025,233.005,1827.3975,,912.86,
2024-01-08 10:00:00+01:00,62.61,3187.05,0.0,301.305,,31.765,3949.325,787.855,327.4625,233.09,1888.8125,,909.53,
2024-01-08 11:00:00+01:00,47.5625,3196.3475,0.0,321.0075,,34.2675,3948.4075,779.1625,624.015,233.81,1869.125,,983.785,
2024-01-08 12:00:00+01:00,39.4575,3160.9925,0.0,24.115,0.425,35.53,3948.9,841.6825,761.49,243.7375,2062.4825,,1107.9525,
2024-01-08 13:00:00+01:00,39.6,3213.7575,0.0,,0.575,36.5175,3950.52,775.12,678.9025,234.3975,2029.3275,,1150.3025,
2024-01-08 14:00:00+01:00,40.695,3093.8,0.0,82.3525,,36.6025,3949.3825,773.0825,656.0025,226.2875,1971.9925,,1205.81,
2024-01-08 15:00:00+01:00,42.6275,3121.0675,0.0,,6.36,36.6775,3947.84,780.9075,415.285,239.705,1985.9975,,1230.5875,
2024-01-08 16:00:00+01:00,44.3325,3297.54,0.0,,48.9425,36.8,3946.7175,790.82,66.34,241.2925,1912.425,,1254.115,
2024-01-08 17:00:00+01:00,46.58,3410.2075,0.0,55.71,3.5925,36.7525,3945.5075,752.785,0.015,246.1575,2039.85,,1356.3125,
2024-01-08 18:00:00+01:00,45.85,3622.5325,0.0,179.74,,36.7175,3945.7075,712.505,0.0,248.4925,2068.4,,1399.48,
2024-01-08 19:00:00+01:00,58.205,3475.1625,0.0,185.6125,,36.715,3946.905,702.0325,0.0,246.1175,2072.8575,,1418.585,
2024-01-08 20:00:00+01:00,45.74,3606.13,0.0,94.29,,37.265,3947.585,685.235,0.0,248.47,2084.3625,,1423.58,
2024-01-08 21:00:00+01:00,55.47,3532.51,0.0,97.39,,38.3025,3951.0475,658.9475,0.0,243.9375,2080.485,,1284.0225,
