,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Offshore,Wind Onshore,Energy storage
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated
2024-03-25 07:00:00+01:00,79.78,1142.89,0.0,767.055,,47.0825,2967.8475,933.0575,516.485,249.7075,86.4825,,327.83,
2024-03-25 08:00:00+01:00,77.2875,1168.67,0.0,794.3075,,46.26,2965.565,951.4975,1233.5225,252.7575,187.6025,,287.245,
2024-03-25 09:00:00+01:00,80.62,1199.1725,0.0,125.09,15.525,47.7925,2964.49,918.74,2572.885,242.9675,178.675,,166.3,
2024-03-25 10:00:00+01:00,74.4225,1003.795,0.0,,497.7025,46.255,2963.725,922.39,4008.6575,251.285,188.4475,,120.255,
2024-03-25 11:00:00+01:00,75.26,924.1775,0.0,,639.27,45.2425,2962.605,946.095,5207.0225,256.105,318.6725,,159.675,
2024-03-25 12:00:00+01:00,78.945,960.0425,0.0,,634.21,45.9125,2963.85,917.82,5016.7025,255.48,282.0125,,193.74,
2024-03-25 13:00:00+01:00,81.7125,1069.44,0.0,,417.805,48.92,2962.3675,841.435,4599.94,261.0975,280.6125,,239.995,
2024-03-25 14:00:00+01:00,79.4775,1027.02,0.0,,135.9375,46.9525,2962.59,846.475,4286.96,252.305,132.0275,,262.7775,
2024-03-25 15:00:00+01:00,76.5675,1139.3875,0.0,,118.445,44.82,2963.6875,902.67,3667.66,254.035,63.21,,319.54,
2024-03-25 16:00:00+01:00,76.27,1464.81,0.0,,9.585,48.7225,2964.1775,923.5375,2223.9625,263.5275,98.3625,,452.865,
2024-03-25 17:00:00+01:00,80.895,2074.445,0.0,439.64,,47.6775,2961.8075,974.905,920.0125,259.7625,135.695,,508.0,
2024-03-25 18:00:00+01:00,83.77,2509.3575,0.0,959.7175,,47.0925,2960.535,1018.955,167.4425,251.1725,205.915,,543.04,
2024-03-25 19:00:00+01:00,82.7225,2599.7875,0.0,917.685,,47.5325,2961.845,1017.3225,0.065,257.585,332.5975,,700.9225,
2024-03-25 20:00:00+01:00,74.8,1872.7225,0.0,770.63,,47.6875,2962.3075,941.4925,0.0,252.8675,701.57,,833.3875,
2024-03-25 21:00:00+01:00,80.705,1100.4225,0.0,473.47,,49.1225,2963.0825,861.0775,0.0,251.5825,814.23,,885.315,
2024-03-25 22:00:00+01:00,83.43,1045.6675,0.0,255.005,,48.13,2962.2125,812.7275,0.0,258.8075,901.27,,915.9875,
2024-03-25 23:00:00+01:00,80.1475,1118.81,0.0,63.745,,48.2325,2962.6625,750.0525,0.0,260.0425,916.5575,,933.51,
2024-03-26 00:00:00+01:00,83.7175,1058.1125,0.0,63.4125,0.725,47.47,2962.31,690.205,0.0,261.1375,739.6475,,882.79,
2024-03-26 01:00:00+01:00,83.88,983.4625,0.0,,484.455,46.32,2961.465,678.1425,0.0,263.4525,707.05,,912.7175,
2024-03-26 02:00:00+01:00,83.36,960.51,0.0,,621.82,45.6375,2962.35,698.44,0.0,261.86,746.2975,,886.8675,
2024-03-26 03:00:00+01:00,82.465,948.545,0.0,,590.34,45.5125,2963.7775,702.25,0.0,264.2475,674.1125,,833.145,
2024-03-26 04:00:00+01:00,84.51,1002.615,0.0,,544.8625,45.1975,2966.3325,708.8425,0.0,266.3625,484.675,,773.895,
2024-03-26 05:00:00+01:00,84.545,1000.7075,0.0,,163.15,44.885,2965.55,750.0775,0.0,264.3475,438.505,,703.5475,
2024-03-26 06:00:00+01:00,85.365,1006.83,0.0,362.825,,45.125,2964.1225,791.045,11.775,260.85,322.5425,,690.13,
2024-03-26 07:00:00+01:00,84.2175,1069.565,0.0,530.5725,,45.2575,2963.0825,922.3,281.76,256.2575,190.4475,,646.66,
2024-03-26 08:00:00+01:00,82.9875,1112.685,0.0,246.9875,,48.255,2958.125,973.295,700.9,259.4525,161.8125,,478.745,
2024-03-26 09:00:00+01:00,79.2825,1399.9175,7.9125,309.6,,48.24,2958.5325,973.045,1150.195,258.4975,63.1875,,297.595,
2024-03-26 10:00:00+01:00,78.0775,1333.0525,17.11,53.48,107.635,48.43,2959.3,967.215,1810.24,252.76,37.52,,183.46,
2024-03-26 11:00:00+01:00,82.5025,930.785,0.0,,609.81,48.1275,2956.1025,904.6275,2920.7675,254.84,22.715,2.5575,143.7875,
2024-03-26 12:00:00+01:00,83.4875,964.5725,0.0,,376.015,47.305,2954.895,891.92,3106.0825,261.1375,,6.7125,143.545,
2024-03-26 13:00:00+01:00,81.035,1047.3775,0.0,,262.32,44.685,2954.2725,886.3425,2474.665,257.465,,12.7925,169.615,
2024-03-26 14:00:00+01:00,81.35,913.65,0.0,,578.4725,45.8275,2951.175,842.585,2610.9275,257.3375,,6.1475,211.3075,
2024-03-26 15:00:00+01:00,81.3375,1032.245,0.0,,597.77,42.9225,2950.1925,823.705,2420.205,253.58,,9.2775,182.15,
2024-03-26 16:00:00+01:00,83.5075,1502.2625,0.0,,291.1775,41.5075,2944.5075,871.335,1214.66,253.57,,11.92,189.125,
2024-03-26 17:00:00+01:00,81.1425,2171.6225,0.0,376.28,,41.02,2954.385,990.1025,296.025,267.9275,,16.085,254.8325,
2024-03-26 18:00:00+01:00,80.705,2322.5525,0.0,664.7325,,40.73,2953.47,1032.695,30.0975,264.4425,64.2175,,385.7275,
2024-03-26 19:00:00+01:00,77.9675,2231.1625,0.0,686.8725,,40.5725,2951.9225,1024.055,0.015,252.42,282.66,,642.6675,
2024-03-26 20:00:00+01:00,83.2125,1477.405,0.0,536.6225,,43.58,2956.69,921.325,0.0,266.6475,452.19,,856.7875,
2024-03-26 21:00:00+01:00,80.4975,1297.4675,0.0,134.405,,45.05,2958.02,857.1925,0.0,268.0975,391.2575,,981.435,
2024-03-26 22:00:00+01:00,81.3425,1240.665,0.0,61.2325,0.8875,45.2025,2957.5175,823.97,0.0,266.2975,803.32,,1018.0925,
2024-03-26 23:00:00+01:00,79.76,1083.4675,0.0,,205.9825,45.075,2957.075,786.0425,0.0,263.26,1155.205,,1002.7725,
2024-03-27 00:00:00+01:00,81.7975,788.295,0.0,72.83,5.485,44.505,2957.9925,779.9775,0.0,264.7075,1284.66,,949.0375,
2024-03-27 01:00:00+01:00,79.4375,750.145,0.0,,427.6725,44.325,2956.62,771.8475,0.0,260.825,1428.3025,,1165.67,
2024-03-27 02:00:00+01:00,82.695,752.115,0.0,,837.6325,44.455,2960.1075,742.1525,0.0,264.29,1786.49,,1097.51,
2024-03-27 03:00:00+01:00,82.2875,744.5825,0.0,,945.94,44.1725,2962.145,750.2625,0.0,260.86,1667.3925,,850.845,
2024-03-27 04:00:00+01:00,78.66,745.5975,0.0,,705.9075,44.09,2964.375,771.4525,0.0,255.7225,1590.79,,605.3225,
2024-03-27 05:00:00+01:00,80.2275,748.365,0.0,,319.5,42.7475,2965.21,788.445,0.0,254.5725,1472.4275,,499.4325,
2024-03-27 06:00:00+01:00,82.875,780.37,0.0,36.07,78.2625,41.8925,2964.6275,827.31,1.735,251.6425,1070.585,,444.1675,
2024-03-27 07:00:00+01:00,83.945,799.775,0.0,625.23,,41.4575,2963.555,912.2775,128.975,242.9275,1211.165,,452.06,
2024-03-27 08:00:00+01:00,83.2675,790.2275,0.0,506.2725,,37.4225,2963.1575,957.3875,429.9725,249.165,1539.23,,443.615,
2024-03-27 09:00:00+01:00,81.095,803.995,0.0,26.615,1.5275,39.735,2962.8675,968.3175,797.6575,249.85,1391.2325,,497.83,
2024-03-27 10:00:00+01:00,79.8475,874.8425,1.69,,280.0175,40.7125,2962.8175,977.775,1337.4675,259.995,1130.4375,,486.055,
2024-03-27 11:00:00+01:00,78.915,759.995,2.0075,,439.6175,41.55,2962.4875,850.87,1857.985,262.76,1354.5775,,532.4075,
2024-03-27 12:00:00+01:00,77.3625,733.98,0.0,,647.095,40.2475,2962.35,820.1575,2945.73,262.9925,1113.0775,,611.3475,
2024-03-27 13:00:00+01:00,79.5,731.47,0.0,,641.5775,40.05,2961.4325,879.5675,3496.5825,268.225,891.625,,665.27,
2024-03-27 14:00:00+01:00,77.2675,822.4025,0.0,,455.905,40.0375,2961.3425,835.385,2699.595,267.04,1083.96,,1032.4025,
2024-03-27 15:00:00+01:00,81.505,795.2575,0.0,,606.7275,38.6575,2961.7,754.0425,2789.1625,266.5325,1222.885,,1031.565,
2024-03-27 16:00:00+01:00,81.485,944.39,0.0,,504.885,37.975,2966.6425,821.2475,2357.21,259.4775,1000.2625,,944.0175,
2024-03-27 17:00:00+01:00,81.96,1077.04,0.0,,5.1375,38.375,2966.9175,985.25,1231.1125,261.365,982.5475,,829.2,
2024-03-27 18:00:00+01:00,81.19,1283.725,0.0,750.4075,,37.4925,2966.115,994.265,289.2575,269.125,1591.1525,,777.1375,
2024-03-27 19:00:00+01:00,81.34,1190.22,0.0,859.7275,,35.915,2966.36,970.685,1.4375,265.15,1449.895,,852.1725,
2024-03-27 20:00:00+01:00,79.4925,856.23,0.0,689.0725,,35.6825,2964.77,884.9375,0.0,266.5275,1370.905,,1005.4025,
2024-03-27 21:00:00+01:00,79.6975,783.38,0.0,157.6325,,35.525,2963.7525,916.19,0.0,263.5525,1276.4575,,1066.62,
2024-03-27 22:00:00+01:00,82.4925,801.405,0.0,,6.09,35.4925,2963.455,952.6025,0.0,258.2025,1203.7625,,1205.1325,
2024-03-27 23:00:00+01:00,83.7675,799.8175,0.0,,44.625,37.235,2962.655,880.2325,0.0,260.6325,1332.035,,1111.0875,
2024-03-28 00:00:00+01:00,81.105,786.6025,0.0,74.1225,4.2825,39.255,2962.7325,833.53,0.0,252.895,1264.7425,,1137.365,
2024-03-28 01:00:00+01:00,83.255,741.94,0.0,80.885,1.6075,39.57,2963.755,862.7775,0.0,254.545,1426.7975,,1196.435,
2024-03-28 02:00:00+01:00,84.62,758.0575,0.0,37.9525,12.535,40.3375,2962.7875,785.8925,0.0,255.8325,1473.585,,1299.2925,
2024-03-28 03:00:00+01:00,83.28,745.0125,0.0,,852.5225,40.325,2963.21,768.855,0.0,255.9625,1646.905,,1386.5975,
2024-03-28 04:00:00+01:00,82.2425,717.275,0.0,,895.1225,39.4075,2965.3725,802.8975,0.0,257.1175,1703.95,,1586.8225,
2024-03-28 05:00:00+01:00,82.315,713.7025,0.0,,876.3575,38.885,2966.13,848.215,0.0,259.1675,1975.555,,1542.1225,
2024-03-28 06:00:00+01:00,81.675,725.3475,0.0,82.95,36.7175,38.645,2966.2125,882.965,12.085,265.9725,1977.995,,1410.31,
2024-03-28 07:00:00+01:00,82.335,732.8325,0.0,918.9625,,37.645,2966.11,950.09,98.49,255.785,1940.2825,,1198.5325,
2024-03-28 08:00:00+01:00,86.49,1062.0925,0.0,928.21,,37.485,2964.5675,964.33,467.0925,257.115,1670.355,,1301.5225,
2024-03-28 09:00:00+01:00,83.565,826.2225,0.0,298.9625,0.7675,38.6425,2963.9575,968.4575,1626.275,246.11,1750.46,,1566.045,
2024-03-28 10:00:00+01:00,83.535,736.85,0.0,,307.375,39.9825,2962.2525,978.17,3405.1625,240.365,1604.4875,,1610.95,
2024-03-28 11:00:00+01:00,82.55,743.56,0.0,,601.5325,39.88,2962.055,806.1625,3969.11,235.4475,1764.1425,,1936.9525,
2024-03-28 12:00:00+01:00,84.705,708.125,0.0,,569.2425,39.515,2963.0925,741.2275,3993.6925,241.3,1711.99,,2116.11,
2024-03-28 13:00:00+01:00,81.3525,716.545,0.0,,405.015,39.0775,2961.7025,805.5075,3231.58,245.465,1783.65,,2223.16,
2024-03-28 14:00:00+01:00,81.7125,718.2675,0.0,,314.365,37.7875,2959.735,791.2175,2286.3125,254.8175,1882.74,,2221.015,
2024-03-28 15:00:00+01:00,79.11,705.885,0.0,,347.0375,36.0825,2959.95,732.3575,2472.5575,252.1425,1653.2425,,2185.84,
2024-03-28 16:00:00+01:00,77.495,724.37,0.0,,524.5175,34.8825,2960.9725,748.0325,2131.5725,250.5975,1887.1675,,1978.68,
2024-03-28 17:00:00+01:00,80.335,714.5575,0.0,,32.68,34.92,2960.97,889.99,1287.695,255.2825,1834.61,,2020.275,
2024-03-28 18:00:00+01:00,78.8925,743.7775,0.0,202.86,,34.725,2959.42,911.6375,363.875,261.985,1996.1975,,2249.505,
2024-03-28 19:00:00+01:00,82.865,753.455,0.0,856.6025,,36.205,2959.135,935.66,0.9575,259.025,2029.28,,2394.255,
2024-03-28 20:00:00+01:00,80.9875,735.7625,0.0,617.3825,,37.5625,2958.9125,882.085,0.0,261.4175,1998.685,,2404.56,
2024-03-28 21:00:00+01:00,77.635,739.345,0.0,338.725,,37.9425,2958.16,853.3525,0.0,260.8475,1981.0875,,2372.785,
2024-03-28 22:00:00+01:00,80.415,725.3775,0.0,,6.23,37.615,2957.2575,886.0175,0.0,262.73,1996.4,,2238.845,
2024-03-28 23:00:00+01:00,83.52,735.2375,0.0,331.14,,37.2575,2957.435,844.8375,0.0,262.93,1995.05,,2209.3575,
2024-03-29 00:00:00+01:00,85.38,688.7425,0.0,,438.445,35.92,2957.9475,780.4525,0.0,265.01,1996.075,,2116.5625,
2024-03-29 01:00:00+01:00,81.1275,676.1725,0.0,,731.5975,36.615,2957.0775,848.8825,0.0,257.9025,1993.435,,1934.105,
2024-03-29 02:00:00+01:00,85.925,639.8025,0.0,,895.12,37.5175,2955.325,792.975,0.0,257.895,1991.43,,1709.5375,
2024-03-29 03:00:00+01:00,84.7425,616.715,0.0,,885.7475,37.62,2960.0275,768.6725,0.0,265.45,1969.8375,,1474.66,
2024-03-29 04:00:00+01:00,83.1425,613.4125,0.0,,875.585,37.4425,2962.2325,766.1125,0.0,265.865,1967.785,,1155.815,
2024-03-29 05:00:00+01:00,84.8725,614.595,0.0,,726.9675,37.2075,2962.3625,804.905,0.0,267.43,1965.335,,851.1875,
2024-03-29 06:00:00+01:00,86.275,613.9375,0.0,3.3075,76.9725,36.1875,2961.97,829.09,6.175,266.2875,1891.5675,,750.8575,
2024-03-29 07:00:00+01:00,84.8725,650.3425,0.0,785.57,,35.7175,2959.8875,949.1225,243.08,262.6625,1823.975,,810.935,
2024-03-29 08:00:00+01:00,83.0975,708.395,0.0,785.6175,,34.2175,2958.3225,968.36,653.17,258.0425,1903.075,,874.86,
2024-03-29 09:00:00+01:00,80.9625,715.92,4.7875,768.415,,34.965,2957.715,936.4775,1491.5,258.815,1641.3875,,886.88,
2024-03-29 10:00:00+01:00,82.645,704.6875,0.565,629.1625,,38.2875,2959.7725,911.5325,2681.29,249.2675,1252.165,,1034.8625,
2024-03-29 11:00:00+01:00,81.075,723.5275,0.0,,648.725,38.53,2956.57,823.115,3479.08,239.51,1047.0375,,1264.9625,
2024-03-29 12:00:00+01:00,79.98,742.35,2.5,,869.7325,39.1625,2955.42,786.455,3890.0025,244.105,1221.8425,,1270.02,
2024-03-29 13:00:00+01:00,82.09,665.1625,0.0,,884.56,38.915,2955.7625,847.7875,3895.1675,251.165,1027.765,,1282.1225,
2024-03-29 14:00:00+01:00,83.66,698.13,0.0,,846.0525,38.9725,2953.9775,883.3525,3068.09,257.2225,1169.705,,1295.09,
2024-03-29 15:00:00+01:00,80.84,781.0625,0.0,,675.9625,39.2175,2953.58,818.8075,2272.98,257.71,1051.1325,,1209.7775,
2024-03-29 16:00:00+01:00,78.595,863.765,0.0,11.755,95.945,39.6775,2954.24,743.7775,1475.8825,250.335,970.7475,,1043.04,
2024-03-29 17:00:00+01:00,80.4375,940.8425,0.0,296.2275,,40.1725,2956.76,820.865,682.54,252.5,927.995,,725.455,
2024-03-29 18:00:00+01:00,79.7675,1088.335,0.0,804.9625,,40.45,2960.7425,824.255,136.7475,260.34,740.3575,,707.34,
2024-03-29 19:00:00+01:00,81.18,1133.075,0.0,961.6825,,40.2,2959.2575,879.8775,0.3425,263.52,343.2375,,798.3,
2024-03-29 20:00:00+01:00,81.035,1018.6525,0.0,826.995,,40.0525,2956.9475,823.01,0.0,268.33,407.845,,977.71,
2024-03-29 21:00:00+01:00,79.18,993.7525,0.0,601.035,,40.2425,2955.6425,805.1375,0.0,265.2275,631.8425,,1041.3175,
2024-03-29 22:00:00+01:00,79.3625,1035.9775,0.0,272.8975,,40.4525,2955.4275,815.7575,0.0,262.03,250.5825,,986.185,
2024-03-29 23:00:00+01:00,80.225,1015.5025,0.0,382.0625,,40.3925,2956.2025,760.575,0.0,252.325,304.025,,715.5075,
2024-03-30 00:00:00+01:00,79.6325,893.325,0.0,2.9475,135.0525,40.4375,2954.915,649.4825,0.0,249.055,804.0275,,376.7525,
2024-03-30 01:00:00+01:00,79.2975,869.6575,0.0,,228.1775,36.4525,2955.6,681.1225,0.0,254.5175,1173.5,,246.1125,
2024-03-30 02:00:00+01:00,80.575,951.855,0.0,44.6825,69.2175,40.42,2955.7475,718.93,0.0,265.4125,677.9575,,219.1,
2024-03-30 03:00:00+01:00,80.4475,921.135,0.0,181.3675,,40.3775,2957.96,713.13,0.0,266.9825,443.95,,160.355,
2024-03-30 04:00:00+01:00,77.2075,915.5175,0.0,,4.4,40.47,2959.37,734.5975,0.0,271.3825,496.075,,130.67,
2024-03-30 05:00:00+01:00,80.0975,914.3325,0.0,,5.3075,40.5625,2960.1875,678.7625,0.0,269.25,359.03,,170.455,
2024-03-30 06:00:00+01:00,79.3025,923.36,0.0,40.9875,1.3175,40.5225,2960.2125,705.275,6.31,268.38,137.9525,,179.205,
2024-03-30 07:00:00+01:00,80.4175,929.4225,0.0,69.5,,40.53,2959.3675,805.9175,132.58,266.77,22.89,,228.425,
2024-03-30 08:00:00+01:00,81.62,892.1525,0.0,16.19,1.3225,37.13,2956.3875,876.2425,429.87,273.525,,11.645,270.1475,
2024-03-30 09:00:00+01:00,79.84,922.49,0.0,20.3075,1.005,34.97,2955.8025,892.66,644.09,272.09,,25.3425,293.4925,
2024-03-30 10:00:00+01:00,80.625,1027.98,0.0,6.975,200.395,35.915,2954.935,925.44,825.2725,273.4125,,24.8675,332.935,
2024-03-30 11:00:00+01:00,79.8075,1083.51,0.0,,346.395,38.9475,2956.7425,903.6125,912.4125,272.2225,,24.51,502.0075,
2024-03-30 12:00:00+01:00,81.0125,888.525,0.0,,381.895,40.045,2955.74,901.125,1110.89,273.495,,18.335,641.69,
2024-03-30 13:00:00+01:00,82.095,838.215,0.0,,593.3775,39.35,2954.9325,827.225,1340.5225,273.7275,15.1,1.635,595.46,
2024-03-30 14:00:00+01:00,82.7725,944.9375,0.0,,704.2025,39.11,2956.0175,847.7775,1526.725,272.695,32.585,3.38,399.705,
2024-03-30 15:00:00+01:00,81.795,1057.33,0.0,,691.28,39.9175,2955.435,897.11,1356.355,270.195,2.5975,,175.9575,
2024-03-30 16:00:00+01:00,81.06,1213.635,0.0,,107.055,39.9825,2956.035,874.5375,1217.3375,275.475,16.8075,,118.005,
2024-03-30 17:00:00+01:00,78.295,1565.49,0.0,142.93,,40.8375,2956.895,984.9075,872.9625,269.5125,7.4875,,90.7325,
2024-03-30 18:00:00+01:00,81.6625,1653.785,0.0,609.7075,,40.3375,2956.8025,946.355,384.3925,268.95,6.78,3.2625,49.705,
2024-03-30 19:00:00+01:00,82.565,1738.245,0.0,544.035,,40.1925,2957.69,863.235,6.0775,271.555,,18.97,22.81,
2024-03-30 20:00:00+01:00,81.02,1808.94,0.0,522.405,,40.34,2956.6475,848.79,0.0,272.875,4.0025,10.24,35.3875,
2024-03-30 21:00:00+01:00,79.0375,1312.1625,0.0,4.7025,0.53,40.3875,2955.07,862.9725,0.0,273.59,57.6025,,116.0375,
2024-03-30 22:00:00+01:00,78.9825,1080.8075,0.0,,5.29,40.585,2955.03,790.02,0.0,273.0975,184.3725,,219.0925,
2024-03-30 23:00:00+01:00,80.675,969.375,0.0,,63.7025,40.6325,2954.56,713.655,0.0,265.0225,289.5475,,198.7825,
2024-03-31 00:00:00+01:00,79.5575,885.97,0.0,72.8725,,40.54,2952.6925,621.285,0.0,268.67,281.3775,,210.44,
2024-03-31 01:00:00+01:00,82.2875,853.4575,0.0,72.62,,40.3925,2953.9725,589.6075,0.0,269.4275,145.59,,436.2675,
2024-03-31 03:00:00+02:00,80.8,824.5675,0.0,,105.0225,39.735,2953.9125,756.725,0.0,267.015,215.5525,,730.2325,
2024-03-31 04:00:00+02:00,81.3225,779.96,0.0,,225.89,39.865,2952.66,744.335,0.0,267.1875,417.3,,812.965,
2024-03-31 05:00:00+02:00,80.365,831.035,0.0,,256.1625,40.0425,2953.7,683.4125,0.0,269.935,547.2725,,838.7025,
2024-03-31 06:00:00+02:00,82.895,898.8075,0.0,,148.9625,39.855,2954.395,728.875,0.0,267.5725,787.5075,,771.8225,
2024-03-31 07:00:00+02:00,82.035,854.76,0.0,,174.94,39.945,2954.67,754.8225,43.65,267.42,1077.13,,761.2,
2024-03-31 08:00:00+02:00,79.645,864.75,0.0,46.1275,17.5825,39.8475,2954.29,805.2625,411.77,265.98,1096.6925,,728.035,
2024-03-31 09:00:00+02:00,83.355,879.0975,0.0,,315.465,40.155,2953.745,825.7875,1251.2425,267.415,1044.99,,597.6825,
2024-03-31 10:00:00+02:00,83.335,855.7475,0.0,,433.95,40.615,2952.1875,826.1725,2872.095,270.1075,779.95,,402.0975,
2024-03-31 11:00:00+02:00,85.975,830.3475,0.0,,741.4175,40.5975,2952.5225,812.155,4123.585,262.48,436.355,,425.98,
2024-03-31 12:00:00+02:00,83.3925,873.785,0.0,,535.07,40.6,2951.115,796.7325,2996.2725,269.085,509.52,,705.42,
2024-03-31 13:00:00+02:00,84.19,973.485,0.0,146.855,19.415,40.6,2949.4625,797.4075,1979.3575,268.965,372.4625,,787.7125,
2024-03-31 14:00:00+02:00,83.64,921.95,0.0,,597.6625,40.55,2950.17,780.065,1458.2075,270.5475,340.0125,,740.97,
2024-03-31 15:00:00+02:00,86.4125,1048.19,0.0,,530.835,40.52,2949.8625,818.0125,1224.58,271.3775,324.315,,593.1275,
2024-03-31 16:00:00+02:00,85.95,880.31,0.0,,692.6325,40.1625,2951.2725,861.4475,960.42,265.6275,907.3075,,452.0375,
2024-03-31 17:00:00+02:00,84.3125,916.1075,0.0,2.3725,194.1075,40.53,2952.2475,902.5725,902.5775,269.445,416.5575,,449.1125,
2024-03-31 18:00:00+02:00,83.88,994.4525,0.0,756.42,,40.295,2950.645,888.5125,620.415,260.66,220.0925,,468.445,
2024-03-31 19:00:00+02:00,85.605,979.475,0.0,896.1275,,40.4175,2951.8075,922.4825,171.9975,265.995,330.2225,,516.9275,
2024-03-31 20:00:00+02:00,80.42,1064.69,0.0,884.395,,40.585,2951.2125,912.01,0.865,262.8475,418.115,,592.1575,
2024-03-31 21:00:00+02:00,83.65,1096.5175,0.0,878.22,,40.625,2950.5525,855.9125,0.0,260.8775,281.0875,,725.355,
2024-03-31 22:00:00+02:00,83.905,912.635,0.0,42.915,,40.635,2950.5,833.1075,0.0,257.9025,726.3025,,592.8225,
2024-03-31 23:00:00+02:00,82.1825,975.82,0.0,58.345,19.2775,40.5575,2949.345,867.7775,0.0,256.365,466.1675,,564.59,
2024-04-01 00:00:00+02:00,81.175,824.1375,0.0,13.5175,29.795,40.455,2951.4875,637.54,0.0,257.4325,553.825,,575.53,
2024-04-01 01:00:00+02:00,83.9525,777.9425,0.0,109.6125,,40.4875,2951.065,641.325,0.0,255.1475,281.885,,551.67,
2024-04-01 02:00:00+02:00,82.465,760.9175,0.0,77.44,,40.4,2950.6025,647.6725,0.0,251.975,210.5425,,605.61,
2024-04-01 03:00:00+02:00,83.1775,755.7925,0.0,,182.5825,40.3625,2951.18,717.4525,0.0,253.325,455.97,,671.4125,
2024-04-01 04:00:00+02:00,81.4325,740.3875,0.0,,82.3375,40.38,2948.9775,719.0175,0.0,253.9525,515.5125,,550.68,
2024-04-01 05:00:00+02:00,81.675,744.225,0.0,0.985,16.445,40.4,2949.08,678.4025,0.0,256.7925,852.22,,421.1375,
2024-04-01 06:00:00+02:00,83.2875,769.1375,0.0,,214.2425,40.3575,2953.5875,701.5675,0.0,255.335,985.82,,382.1075,
2024-04-01 07:00:00+02:00,81.2975,778.2325,0.0,,172.6525,40.16,2955.95,743.0275,13.13,250.66,1123.2725,,408.425,
2024-04-01 08:00:00+02:00,84.06,800.77,0.0,275.6475,,39.1175,2957.825,772.0225,258.8325,249.67,1310.79,,403.275,
2024-04-01 09:00:00+02:00,82.915,797.9075,0.0,248.0225,,39.0175,2956.2225,803.2975,713.625,254.9075,1147.15,,400.66,
2024-04-01 10:00:00+02:00,80.8525,959.015,2.7525,,164.2525,39.005,2954.6175,757.4025,1248.025,249.965,834.3925,,363.6625,
2024-04-01 11:00:00+02:00,81.215,1046.1875,8.36,112.6725,,39.0725,2952.435,658.6375,2038.6225,237.5875,629.7675,,297.905,
2024-04-01 12:00:00+02:00,82.7975,743.4925,0.0,,343.365,39.2125,2952.19,673.045,2968.33,237.105,622.4875,,407.3675,
2024-04-01 13:00:00+02:00,82.13,726.54,0.0,,752.27,39.6125,2950.9525,822.6475,3689.075,241.61,456.52,,618.625,
2024-04-01 14:00:00+02:00,80.745,713.04,0.0,,747.25,39.685,2948.075,830.065,3814.2325,249.4275,439.26,,825.08,
2024-04-01 15:00:00+02:00,82.1975,723.295,0.0,,741.095,39.3925,2948.435,878.0125,3432.915,250.68,381.16,,981.3125,
2024-04-01 16:00:00+02:00,80.4775,713.945,0.0,,722.28,40.5175,2948.115,807.0475,2921.5675,248.6875,402.8475,,1230.2825,
2024-04-01 17:00:00+02:00,82.6875,730.155,0.0,,701.4175,40.0225,2947.8725,794.8875,2361.7225,252.4725,408.1775,,1217.2175,
2024-04-01 18:00:00+02:00,86.07,776.8375,0.0,14.6625,219.51,39.5525,2950.975,852.09,1368.755,245.705,693.19,,1035.48,
2024-04-01 19:00:00+02:00,83.3475,791.92,0.0,223.95,,40.7,2953.6675,906.075,398.3175,253.215,1137.17,,908.7125,
2024-04-01 20:00:00+02:00,81.79,790.0725,0.0,3.745,0.29,40.92,2954.1375,902.9125,4.395,250.8175,1311.5475,,844.9725,
2024-04-01 21:00:00+02:00,79.4625,787.6625,0.0,33.79,,40.86,2954.0525,871.9475,0.0,252.125,1181.98,,918.4175,
2024-04-01 22:00:00+02:00,81.9625,814.2175,0.0,52.845,,40.77,2953.5375,797.9275,0.0,252.175,843.8725,,995.94,
2024-04-01 23:00:00+02:00,82.1925,815.775,0.0,51.5425,2.0975,40.975,2953.8125,863.7175,0.0,250.35,931.025,,1022.5125,
2024-04-02 00:00:00+02:00,82.665,750.5425,0.0,80.465,71.1175,40.665,2952.7225,663.3275,0.0,251.575,773.1075,,1178.75,
2024-04-02 01:00:00+02:00,83.9225,738.455,0.0,,96.085,40.615,2951.52,750.29,0.0,253.5325,887.3675,,1256.16,
2024-04-02 02:00:00+02:00,87.24,753.62,0.0,,246.5025,40.5375,2952.0575,736.625,0.0,255.5275,996.7475,,1299.915,
2024-04-02 03:00:00+02:00,86.5925,750.9175,0.0,,308.6225,40.6,2951.395,725.285,0.0,252.64,1180.2675,,1360.5925,
2024-04-02 04:00:00+02:00,86.66,742.0975,0.0,,486.665,40.36,2951.1025,720.01,0.0,256.7825,1444.8275,,1416.2075,
2024-04-02 05:00:00+02:00,85.14,757.365,0.0,47.9025,294.8375,40.415,2949.1125,735.515,0.0,255.67,1477.0175,,1501.8475,
2024-04-02 06:00:00+02:00,86.2975,752.27,0.0,177.0075,,40.3825,2949.3425,775.5475,0.0,254.7225,1420.5425,,1573.0325,
