,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Waste,Wind Onshore,Solar
2025-07-07 20:15:00+02:00,0.0,0.44,1771.49,378.71,11.9,89.26,1.04
2025-07-07 20:30:00+02:00,0.0,0.44,1771.41,368.81,12.43,95.18,0.99
2025-07-07 20:45:00+02:00,0.0,0.44,1776.57,372.63,12.24,92.02,0.81
2025-07-07 21:00:00+02:00,0.0,0.44,1779.02,377.85,13.74,87.4,0.69
2025-07-07 21:15:00+02:00,0.0,0.44,1776.7,379.8,14.3,86.66,0.65
2025-07-07 21:30:00+02:00,0.0,0.44,1777.22,370.2,14.35,86.38,0.63
2025-07-07 21:45:00+02:00,0.0,0.44,1777.66,394.01,14.41,99.29,0.63
2025-07-07 22:00:00+02:00,0.0,0.44,1781.98,448.77,14.53,102.56,0.01
2025-07-07 22:15:00+02:00,0.0,0.44,1775.86,450.78,14.65,94.01,0.0
2025-07-07 22:30:00+02:00,0.0,0.44,1769.24,411.86,14.7,84.87,0.0
2025-07-07 22:45:00+02:00,0.0,0.44,1767.48,391.22,14.5,79.59,0.0
2025-07-07 23:00:00+02:00,0.0,0.44,1775.45,394.76,13.93,82.56,0.0
2025-07-07 23:15:00+02:00,0.0,0.44,1768.77,381.68,14.35,98.84,0.0
2025-07-07 23:30:00+02:00,0.0,0.44,1770.74,370.55,14.1,105.2,0.0
2025-07-07 23:45:00+02:00,0.0,0.44,1771.62,365.16,14.56,85.45,0.0
2025-07-08 00:00:00+02:00,0.0,0.44,1766.0,349.45,20.62,80.12,0.0
2025-07-08 00:15:00+02:00,0.0,0.44,1761.7,335.44,20.65,93.8,0.0
2025-07-08 00:30:00+02:00,0.0,0.44,1758.53,329.69,20.69,99.5,0.0
2025-07-08 00:45:00+02:00,0.0,0.44,1759.32,333.51,20.57,100.19,0.0
2025-07-08 01:00:00+02:00,0.0,0.44,1766.05,345.01,22.33,92.35,0.0
2025-07-08 01:15:00+02:00,0.0,0.44,1763.56,344.06,22.3,92.09,0.0
2025-07-08 01:30:00+02:00,0.0,0.44,1764.44,342.31,22.41,103.12,0.0
2025-07-08 01:45:00+02:00,0.0,0.44,1764.41,342.37,22.58,116.12,0.0
2025-07-08 02:00:00+02:00,0.0,0.44,1776.77,337.97,20.19,129.3,0.0
2025-07-08 02:15:00+02:00,0.0,0.44,1778.25,352.0,20.23,125.29,0.0
2025-07-08 02:30:00+02:00,0.0,0.44,1781.73,343.5,20.29,131.35,0.0
2025-07-08 02:45:00+02:00,0.0,0.44,1782.61,342.83,20.73,139.06,0.0
2025-07-08 03:00:00+02:00,0.0,0.44,1782.81,374.93,16.52,140.9,0.0
2025-07-08 03:15:00+02:00,0.0,0.44,1782.21,370.5,16.98,153.3,0.0
2025-07-08 03:30:00+02:00,0.0,0.44,1780.85,365.32,16.86,155.35,0.0
2025-07-08 03:45:00+02:00,0.0,0.44,1779.49,350.91,17.12,164.75,0.0
2025-07-08 04:00:00+02:00,0.0,0.44,1781.83,369.58,20.16,168.55,0.69
2025-07-08 04:15:00+02:00,0.0,0.44,1781.28,373.1,20.55,166.73,0.74
2025-07-08 04:30:00+02:00,0.0,0.44,1782.61,370.53,20.58,166.28,0.7
2025-07-08 04:45:00+02:00,0.0,0.44,1783.52,350.92,20.58,165.09,0.67
2025-07-08 05:00:00+02:00,0.0,0.44,1780.62,342.08,23.31,158.56,0.73
2025-07-08 05:15:00+02:00,0.0,0.44,1781.47,339.28,23.71,160.22,0.75
2025-07-08 05:30:00+02:00,0.0,0.44,1781.36,346.76,23.68,162.98,0.76
2025-07-08 05:45:00+02:00,0.0,0.44,1781.96,367.02,23.56,162.1,0.81
2025-07-08 06:00:00+02:00,0.0,0.44,1780.71,348.82,20.96,156.08,1.0
2025-07-08 06:15:00+02:00,0.0,0.44,1784.4,358.8,20.81,156.3,1.07
2025-07-08 06:30:00+02:00,0.0,0.44,1781.39,371.11,20.87,147.37,1.12
2025-07-08 06:45:00+02:00,0.0,0.44,1778.29,377.3,20.62,147.37,1.22
2025-07-08 07:00:00+02:00,0.0,0.44,1774.45,355.79,15.82,143.27,2.01
2025-07-08 07:15:00+02:00,0.0,0.44,1779.55,357.31,15.91,131.39,2.03
2025-07-08 07:30:00+02:00,0.0,0.44,1783.68,358.7,16.01,109.4,2.13
2025-07-08 07:45:00+02:00,0.0,0.44,1783.89,364.74,16.08,90.21,2.27
2025-07-08 08:00:00+02:00,0.0,0.44,1783.31,396.42,15.54,67.72,3.22
2025-07-08 08:15:00+02:00,0.0,0.44,1786.82,389.3,15.24,55.86,3.36
2025-07-08 08:30:00+02:00,0.0,0.44,1790.51,395.78,15.03,40.95,3.69
2025-07-08 08:45:00+02:00,0.0,0.44,1787.33,399.59,15.29,29.44,3.85
2025-07-08 09:00:00+02:00,0.0,0.44,1791.13,423.96,15.09,22.89,4.43
2025-07-08 09:15:00+02:00,0.0,0.44,1790.92,423.73,15.2,19.62,4.55
2025-07-08 09:30:00+02:00,0.0,0.44,1785.91,421.6,15.41,17.97,5.37
2025-07-08 09:45:00+02:00,0.0,0.44,1789.03,413.59,15.48,20.26,5.26
2025-07-08 10:00:00+02:00,0.0,0.44,1782.82,343.01,15.15,18.06,5.88
2025-07-08 10:15:00+02:00,0.0,0.44,1782.57,351.25,15.0,19.49,5.97
2025-07-08 10:30:00+02:00,0.0,0.44,1782.53,354.06,14.65,17.04,6.0
2025-07-08 10:45:00+02:00,0.0,0.44,1778.05,330.36,14.92,12.96,5.94
2025-07-08 11:00:00+02:00,0.0,0.44,1779.24,349.6,13.72,16.94,5.95
2025-07-08 11:15:00+02:00,0.0,0.44,1761.82,312.54,13.04,20.1,5.86
2025-07-08 11:30:00+02:00,0.0,0.44,1774.26,311.64,12.78,19.26,5.85
2025-07-08 11:45:00+02:00,0.0,0.44,1777.73,273.3,13.25,16.92,6.2
2025-07-08 12:00:00+02:00,0.0,0.44,1765.68,221.19,13.89,13.2,6.44
2025-07-08 12:15:00+02:00,0.0,0.44,1758.66,194.08,13.87,9.31,6.76
2025-07-08 12:30:00+02:00,0.0,0.44,1757.22,187.41,13.37,33.8,6.4
2025-07-08 12:45:00+02:00,0.0,0.44,1765.75,215.22,12.94,35.96,5.62
2025-07-08 13:00:00+02:00,0.0,0.44,1759.49,225.58,12.93,32.92,6.31
2025-07-08 13:15:00+02:00,0.0,0.44,1754.91,210.85,12.85,24.77,6.89
2025-07-08 13:30:00+02:00,0.0,0.44,1753.63,199.06,12.11,21.55,6.8
2025-07-08 13:45:00+02:00,0.0,0.44,1752.56,262.13,11.31,34.9,6.77
2025-07-08 14:00:00+02:00,0.0,0.44,1752.54,251.36,11.76,56.84,6.67
2025-07-08 14:15:00+02:00,0.0,0.44,1750.8,241.84,11.7,59.16,6.75
2025-07-08 14:30:00+02:00,0.0,0.44,1751.37,185.0,10.89,22.64,6.84
2025-07-08 14:45:00+02:00,0.0,0.44,1751.33,173.6,10.71,9.23,6.13
2025-07-08 15:00:00+02:00,0.0,0.44,1772.92,258.94,9.9,10.87,6.18
2025-07-08 15:15:00+02:00,0.0,0.44,1755.54,323.06,9.52,20.36,6.25
2025-07-08 15:30:00+02:00,0.0,0.44,1775.65,314.52,9.59,17.03,5.67
2025-07-08 15:45:00+02:00,0.0,0.44,1778.01,351.52,9.49,13.69,5.28
2025-07-08 16:00:00+02:00,0.0,0.44,1771.09,312.03,10.02,12.19,5.36
2025-07-08 16:15:00+02:00,0.0,0.44,1769.82,308.65,9.97,13.82,5.66
2025-07-08 16:30:00+02:00,0.0,0.44,1772.82,308.54,10.26,11.32,5.42
2025-07-08 16:45:00+02:00,0.0,0.44,1771.76,316.38,10.62,6.16,5.41
2025-07-08 17:00:00+02:00,0.0,0.44,1770.06,356.66,12.19,9.06,4.56
2025-07-08 17:15:00+02:00,0.0,0.44,1751.79,464.83,11.44,13.44,4.53
2025-07-08 17:30:00+02:00,0.0,0.44,1751.65,502.11,11.83,10.92,4.28
2025-07-08 17:45:00+02:00,0.0,0.44,1751.96,465.65,12.35,5.26,3.75
2025-07-08 18:00:00+02:00,0.0,0.44,1767.4,360.6,12.23,3.19,2.71
2025-07-08 18:15:00+02:00,0.0,0.44,1770.18,379.57,11.32,4.44,2.74
2025-07-08 18:30:00+02:00,0.0,0.44,1767.45,383.66,11.0,6.44,2.69
2025-07-08 18:45:00+02:00,0.0,0.44,1766.72,386.76,10.79,8.49,2.39
2025-07-08 19:00:00+02:00,0.0,0.44,1767.28,430.65,10.35,8.26,1.44
2025-07-08 19:15:00+02:00,0.0,0.44,1767.51,468.8,10.4,5.75,1.39
2025-07-08 19:30:00+02:00,0.0,0.44,1770.34,470.52,10.73,3.99,1.24
2025-07-08 19:45:00+02:00,0.0,0.44,1772.32,475.84,11.43,3.27,1.18
2025-07-08 20:00:00+02:00,0.0,0.44,1779.59,610.4,11.29,6.78,0.77
2025-07-08 20:15:00+02:00,0.0,0.44,1778.56,602.35,11.79,45.08,0.62
2025-07-08 20:30:00+02:00,0.0,0.44,1775.83,638.09,12.49,31.8,0.6
2025-07-08 20:45:00+02:00,0.0,0.44,1773.81,592.42,12.33,19.75,0.6
2025-07-08 21:00:00+02:00,0.0,0.44,1776.38,621.95,13.28,24.74,0.29
2025-07-08 21:15:00+02:00,0.0,0.44,1775.77,620.5,13.23,24.58,0.23
2025-07-08 21:30:00+02:00,0.0,0.44,1776.04,621.24,13.05,28.33,0.2
2025-07-08 21:45:00+02:00,0.0,0.44,1776.77,617.27,12.79,33.17,0.2
2025-07-08 22:00:00+02:00,0.0,0.44,1771.88,615.27,13.8,35.82,0.0
2025-07-08 22:15:00+02:00,0.0,0.44,1771.74,604.14,13.95,46.89,0.0
2025-07-08 22:30:00+02:00,0.0,0.44,1771.69,580.31,14.11,52.58,0.0
2025-07-08 22:45:00+02:00,0.0,0.44,1771.16,568.05,14.23,54.65,0.0
2025-07-08 23:00:00+02:00,0.0,0.44,1768.57,519.03,12.43,62.15,0.0
2025-07-08 23:15:00+02:00,0.0,0.44,1767.83,514.15,12.32,72.63,0.0
2025-07-08 23:30:00+02:00,0.0,0.44,1768.01,501.51,12.1,75.03,0.0
2025-07-08 23:45:00+02:00,0.0,0.44,1767.81,518.34,12.03,75.97,0.0
2025-07-09 00:00:00+02:00,0.0,0.44,1749.78,320.72,17.48,80.77,0.0
2025-07-09 00:15:00+02:00,0.0,0.44,1749.75,299.41,18.89,89.15,0.0
2025-07-09 00:30:00+02:00,0.0,0.44,1749.82,294.94,19.41,87.86,0.0
2025-07-09 00:45:00+02:00,0.0,0.44,1750.75,285.5,19.09,84.55,0.0
2025-07-09 01:00:00+02:00,0.0,0.44,1754.32,291.57,20.76,82.56,0.0
2025-07-09 01:15:00+02:00,0.0,0.44,1752.79,292.57,21.06,75.76,0.0
2025-07-09 01:30:00+02:00,0.0,0.44,1753.56,308.93,21.0,64.03,0.0
2025-07-09 01:45:00+02:00,0.0,0.44,1754.54,300.59,21.45,59.29,0.0
2025-07-09 02:00:00+02:00,0.0,0.44,1768.89,320.91,19.3,55.29,0.0
2025-07-09 02:15:00+02:00,0.0,0.44,1767.03,333.49,19.05,52.99,0.0
2025-07-09 02:30:00+02:00,0.0,0.44,1761.99,305.95,19.51,47.06,0.0
2025-07-09 02:45:00+02:00,0.0,0.44,1760.8,292.69,19.75,42.47,0.0
2025-07-09 03:00:00+02:00,0.0,0.44,1763.25,311.71,15.5,37.51,0.0
2025-07-09 03:15:00+02:00,0.0,0.44,1762.46,309.53,15.59,34.54,0.0
2025-07-09 03:30:00+02:00,0.0,0.44,1762.11,295.44,15.54,38.16,0.0
2025-07-09 03:45:00+02:00,0.0,0.44,1759.54,286.05,15.57,45.75,0.0
2025-07-09 04:00:00+02:00,0.0,0.44,1762.7,285.65,18.94,42.59,0.47
2025-07-09 04:15:00+02:00,0.0,0.44,1762.49,284.86,18.96,39.82,0.48
2025-07-09 04:30:00+02:00,0.0,0.44,1764.98,297.03,18.69,38.01,0.47
2025-07-09 04:45:00+02:00,0.0,0.44,1764.89,311.56,18.98,34.11,0.48
2025-07-09 05:00:00+02:00,0.0,0.44,1766.36,315.21,22.07,30.58,0.46
2025-07-09 05:15:00+02:00,0.0,0.44,1766.07,321.04,22.08,28.16,0.47
2025-07-09 05:30:00+02:00,0.0,0.44,1766.69,324.37,21.93,24.08,0.49
2025-07-09 05:45:00+02:00,0.0,0.44,1766.63,305.03,21.82,26.53,0.51
2025-07-09 06:00:00+02:00,0.0,0.44,1768.75,288.93,19.2,28.54,0.79
2025-07-09 06:15:00+02:00,0.0,0.44,1772.36,291.7,19.16,27.74,0.89
2025-07-09 06:30:00+02:00,0.0,0.44,1772.17,290.45,19.22,26.55,0.92
2025-07-09 06:45:00+02:00,0.0,0.44,1773.64,289.89,19.43,26.06,1.0
2025-07-09 07:00:00+02:00,0.0,0.44,1767.17,297.97,15.0,27.64,1.76
2025-07-09 07:15:00+02:00,0.0,0.44,1771.99,302.55,15.1,29.56,1.79
2025-07-09 07:30:00+02:00,0.0,0.44,1783.2,313.18,15.37,27.91,2.05
2025-07-09 07:45:00+02:00,0.0,0.44,1785.47,326.08,15.45,25.09,2.32
2025-07-09 08:00:00+02:00,0.0,0.44,1788.95,373.26,15.43,20.91,3.18
2025-07-09 08:15:00+02:00,0.0,0.44,1790.3,379.32,15.44,16.37,3.47
2025-07-09 08:30:00+02:00,0.0,0.44,1790.24,380.69,15.09,13.34,3.65
2025-07-09 08:45:00+02:00,0.0,0.44,1790.84,372.74,15.23,11.04,3.8
2025-07-09 09:00:00+02:00,0.0,0.44,1788.03,395.14,15.27,10.98,4.29
2025-07-09 09:15:00+02:00,0.0,0.44,1789.85,398.36,15.37,8.98,4.69
2025-07-09 09:30:00+02:00,0.0,0.44,1790.19,397.11,15.09,8.88,4.88
2025-07-09 09:45:00+02:00,0.0,0.44,1792.52,391.78,14.94,7.77,5.07
2025-07-09 10:00:00+02:00,0.0,0.44,1787.59,363.41,14.32,9.87,5.35
2025-07-09 10:15:00+02:00,0.0,0.44,1781.53,362.14,14.4,10.82,5.5
2025-07-09 10:30:00+02:00,0.0,0.44,1775.54,355.0,14.28,15.42,5.76
2025-07-09 10:45:00+02:00,0.0,0.44,1774.41,344.77,14.36,19.35,5.79
2025-07-09 11:00:00+02:00,0.0,0.44,1771.8,349.43,13.49,24.26,5.81
2025-07-09 11:15:00+02:00,0.0,0.44,1768.47,340.9,13.6,29.34,4.97
2025-07-09 11:30:00+02:00,0.0,0.44,1770.57,324.09,13.58,37.71,5.71
2025-07-09 11:45:00+02:00,0.0,0.44,1774.84,323.24,13.42,48.5,6.04
2025-07-09 12:00:00+02:00,0.0,0.44,1771.68,360.04,14.1,61.73,5.97
2025-07-09 12:15:00+02:00,0.0,0.44,1772.45,374.95,14.0,67.21,6.07
2025-07-09 12:30:00+02:00,0.0,0.44,1773.08,392.68,13.95,77.8,6.07
2025-07-09 12:45:00+02:00,0.0,0.44,1768.17,391.43,13.79,81.14,6.05
2025-07-09 13:00:00+02:00,0.0,0.44,1768.4,379.07,12.98,90.84,4.79
2025-07-09 13:15:00+02:00,0.0,0.44,1775.03,379.45,12.42,93.56,5.53
2025-07-09 13:30:00+02:00,0.0,0.44,1776.79,379.44,12.52,93.54,5.88
2025-07-09 13:45:00+02:00,0.0,0.44,1777.88,381.03,12.51,81.07,5.44
2025-07-09 14:00:00+02:00,0.0,0.44,1778.74,389.18,12.92,54.04,5.5
2025-07-09 14:15:00+02:00,0.0,0.44,1779.35,382.19,12.19,57.46,5.41
2025-07-09 14:30:00+02:00,0.0,0.44,1776.68,378.0,11.72,145.98,5.73
2025-07-09 14:45:00+02:00,0.0,0.44,1774.78,375.12,11.78,192.84,5.57
2025-07-09 15:00:00+02:00,0.0,0.44,1776.71,382.76,11.86,198.46,4.97
2025-07-09 15:15:00+02:00,0.0,0.44,1774.96,384.08,12.28,158.84,3.94
2025-07-09 15:30:00+02:00,0.0,0.44,1774.1,386.25,10.69,161.16,4.42
2025-07-09 15:45:00+02:00,0.0,0.44,1773.54,372.54,10.5,176.92,5.09
2025-07-09 16:00:00+02:00,0.0,0.44,1767.57,355.02,11.39,186.66,5.33
2025-07-09 16:15:00+02:00,0.0,0.44,1765.33,354.81,10.97,173.14,5.23
2025-07-09 16:30:00+02:00,0.0,0.44,1771.26,370.94,11.21,148.35,5.13
2025-07-09 16:45:00+02:00,0.0,0.44,1770.93,402.99,11.45,118.95,4.73
2025-07-09 17:00:00+02:00,0.0,0.44,1770.07,317.21,13.73,95.84,3.35
2025-07-09 17:15:00+02:00,0.0,0.44,1771.95,327.74,13.9,86.9,2.88
2025-07-09 17:30:00+02:00,0.0,0.44,1771.27,336.14,14.35,69.18,2.89
2025-07-09 17:45:00+02:00,0.0,0.44,1770.88,344.02,14.32,62.66,2.93
2025-07-09 18:00:00+02:00,0.0,0.44,1767.77,343.04,13.73,81.52,2.25
2025-07-09 18:15:00+02:00,0.0,0.44,1766.78,327.61,13.54,72.19,2.35
2025-07-09 18:30:00+02:00,0.0,0.44,1767.69,333.58,13.04,76.69,2.68
2025-07-09 18:45:00+02:00,0.0,0.44,1768.17,336.72,13.56,71.13,2.28
2025-07-09 19:00:00+02:00,0.0,0.44,1767.67,335.26,13.08,70.16,1.4
2025-07-09 19:15:00+02:00,0.0,0.44,1769.31,322.1,12.97,51.65,1.11
2025-07-09 19:30:00+02:00,0.0,0.44,1769.82,322.02,13.38,72.96,0.96
2025-07-09 19:45:00+02:00,0.0,0.44,1769.35,324.33,13.4,66.01,0.9
2025-07-09 20:00:00+02:00,0.0,0.44,1776.0,447.76,12.73,66.67,0.89
2025-07-09 20:15:00+02:00,0.0,0.44,1775.26,456.02,13.1,79.12,0.84
2025-07-09 20:30:00+02:00,0.0,0.44,1772.54,423.59,13.23,80.14,0.82
2025-07-09 20:45:00+02:00,0.0,0.44,1775.62,419.24,13.42,71.3,0.74
2025-07-09 21:00:00+02:00,0.0,0.44,1777.74,422.42,14.18,79.59,0.42
2025-07-09 21:15:00+02:00,0.0,0.44,1775.53,428.82,14.38,90.52,0.41
2025-07-09 21:30:00+02:00,0.0,0.44,1775.15,406.79,14.66,99.66,0.38
2025-07-09 21:45:00+02:00,0.0,0.44,1776.83,388.86,14.62,116.69,0.36
2025-07-09 22:00:00+02:00,0.0,0.44,1779.64,409.62,15.78,111.1,0.0
2025-07-09 22:15:00+02:00,0.0,0.44,1777.38,423.49,15.53,89.77,0.0
2025-07-09 22:30:00+02:00,0.0,0.44,1774.99,403.04,15.61,74.19,0.0
2025-07-09 22:45:00+02:00,0.0,0.44,1775.14,390.5,15.29,78.82,0.0
2025-07-09 23:00:00+02:00,0.0,0.44,1776.05,387.33,13.47,80.97,0.0
2025-07-09 23:15:00+02:00,0.0,0.44,1774.32,384.62,13.68,87.86,0.0
2025-07-09 23:30:00+02:00,0.0,0.44,1773.33,352.44,13.92,94.42,0.0
2025-07-09 23:45:00+02:00,0.0,0.44,1773.96,348.14,14.05,98.44,0.0
2025-07-10 00:00:00+02:00,0.0,0.44,1762.26,230.68,18.7,101.75,0.0
2025-07-10 00:15:00+02:00,0.0,0.44,1761.8,255.03,18.16,99.7,0.0
2025-07-10 00:30:00+02:00,0.0,0.44,1764.08,301.92,17.95,91.2,0.0
2025-07-10 00:45:00+02:00,0.0,0.44,1766.03,314.28,18.17,80.05,0.0
2025-07-10 01:00:00+02:00,0.0,0.44,1766.49,322.37,19.65,63.49,0.0
2025-07-10 01:15:00+02:00,0.0,0.44,1767.25,328.94,19.74,48.18,0.0
2025-07-10 01:30:00+02:00,0.0,0.44,1768.17,356.93,19.89,43.43,0.0
2025-07-10 01:45:00+02:00,0.0,0.44,1767.31,374.24,19.72,46.12,0.0
2025-07-10 02:00:00+02:00,0.0,0.44,1778.26,341.98,17.08,42.24,0.0
2025-07-10 02:15:00+02:00,0.0,0.44,1775.34,328.72,17.31,34.99,0.0
2025-07-10 02:30:00+02:00,0.0,0.44,1774.82,325.56,17.85,33.17,0.0
2025-07-10 02:45:00+02:00,0.0,0.44,1775.53,314.0,17.64,31.65,0.0
2025-07-10 03:00:00+02:00,0.0,0.44,1774.89,315.29,13.37,30.73,0.0
2025-07-10 03:15:00+02:00,0.0,0.44,1775.56,310.1,13.23,27.71,0.0
2025-07-10 03:30:00+02:00,0.0,0.44,1774.63,343.33,13.24,23.25,0.0
2025-07-10 03:45:00+02:00,0.0,0.44,1776.76,355.63,13.31,20.02,0.0
2025-07-10 04:00:00+02:00,0.0,0.44,1777.35,375.71,16.36,17.25,0.71
2025-07-10 04:15:00+02:00,0.0,0.44,1775.27,324.94,16.87,12.29,0.7
2025-07-10 04:30:00+02:00,0.0,0.44,1774.68,324.85,16.71,10.16,0.7
2025-07-10 04:45:00+02:00,0.0,0.44,1774.05,344.72,16.39,4.79,0.75
2025-07-10 05:00:00+02:00,0.0,0.44,1773.28,327.97,19.53,2.68,0.66
2025-07-10 05:15:00+02:00,0.0,0.44,1773.28,365.01,19.84,0.76,0.72
2025-07-10 05:30:00+02:00,0.0,0.44,1773.26,355.82,19.67,0.14,0.73
2025-07-10 05:45:00+02:00,0.0,0.44,1775.13,338.08,19.23,0.71,0.77
2025-07-10 06:00:00+02:00,0.0,0.44,1773.8,371.57,16.79,0.36,1.0
2025-07-10 06:15:00+02:00,0.0,0.44,1774.62,389.86,16.64,1.01,1.03
2025-07-10 06:30:00+02:00,0.0,0.44,1778.82,386.07,16.8,1.1,1.06
2025-07-10 06:45:00+02:00,0.0,0.44,1777.9,409.15,16.97,0.56,1.13
2025-07-10 07:00:00+02:00,0.0,0.44,1771.05,390.48,12.55,0.29,1.94
2025-07-10 07:15:00+02:00,0.0,0.44,1776.43,393.05,11.9,0.18,2.04
2025-07-10 07:30:00+02:00,0.0,0.44,1776.35,414.72,11.76,0.01,2.28
2025-07-10 07:45:00+02:00,0.0,0.44,1772.07,413.8,11.56,0.01,2.53
2025-07-10 08:00:00+02:00,0.0,0.44,1764.7,436.12,11.12,0.01,3.48
2025-07-10 08:15:00+02:00,0.0,0.44,1761.62,432.23,11.43,0.03,3.64
2025-07-10 08:30:00+02:00,0.0,0.44,1760.08,425.24,11.44,0.3,3.89
2025-07-10 08:45:00+02:00,0.0,0.44,1757.81,416.42,10.7,0.02,4.12
2025-07-10 09:00:00+02:00,0.0,0.44,1757.55,381.14,11.3,0.01,4.69
2025-07-10 09:15:00+02:00,0.0,0.44,1751.96,368.4,10.89,0.01,4.83
2025-07-10 09:30:00+02:00,0.0,0.44,1749.32,365.13,10.78,0.02,5.14
2025-07-10 09:45:00+02:00,0.0,0.44,1753.64,365.38,10.76,0.01,5.26
2025-07-10 10:00:00+02:00,0.0,0.44,1753.83,402.4,9.95,0.01,5.73
2025-07-10 10:15:00+02:00,0.0,0.44,1755.93,397.95,10.02,0.12,5.84
2025-07-10 10:30:00+02:00,0.0,0.44,1753.43,391.1,10.07,0.84,6.09
2025-07-10 10:45:00+02:00,0.0,0.44,1750.12,373.39,11.09,2.23,6.0
2025-07-10 11:00:00+02:00,0.0,0.44,1748.76,371.16,9.13,2.73,6.7
2025-07-10 11:15:00+02:00,0.0,0.44,1747.66,377.73,9.68,4.36,6.67
2025-07-10 11:30:00+02:00,0.0,0.44,1745.7,433.19,9.05,8.21,6.71
2025-07-10 11:45:00+02:00,0.0,0.44,1740.92,414.16,9.43,10.65,6.04
2025-07-10 12:00:00+02:00,0.0,0.44,1745.31,396.28,10.03,12.65,6.15
2025-07-10 12:15:00+02:00,0.0,0.44,1743.19,373.92,9.68,16.21,5.69
2025-07-10 12:30:00+02:00,0.0,0.44,1741.5,355.57,9.49,14.35,5.52
2025-07-10 12:45:00+02:00,0.0,0.44,1743.74,338.91,9.76,12.49,6.4
2025-07-10 13:00:00+02:00,0.0,0.44,1746.55,364.85,8.82,12.76,6.8
2025-07-10 13:15:00+02:00,0.0,0.44,1745.43,385.29,9.3,13.64,6.72
2025-07-10 13:30:00+02:00,0.0,0.44,1744.09,357.85,9.26,17.22,5.87
2025-07-10 13:45:00+02:00,0.0,0.44,1749.56,326.26,9.66,12.83,6.61
2025-07-10 14:00:00+02:00,0.0,0.44,1746.56,326.41,10.11,12.98,6.79
2025-07-10 14:15:00+02:00,0.0,0.44,1749.0,335.26,9.54,13.78,6.7
2025-07-10 14:30:00+02:00,0.0,0.44,1750.66,340.15,9.3,9.85,6.69
2025-07-10 14:45:00+02:00,0.0,0.44,1743.21,346.19,8.86,11.2,6.49
2025-07-10 15:00:00+02:00,0.0,0.44,1751.18,389.74,9.15,10.29,6.31
2025-07-10 15:15:00+02:00,0.0,0.44,1747.39,394.43,9.41,9.56,6.06
2025-07-10 15:30:00+02:00,0.0,0.44,1747.11,383.58,9.22,8.83,6.01
2025-07-10 15:45:00+02:00,0.0,0.44,1748.67,355.39,9.36,7.25,5.88
2025-07-10 16:00:00+02:00,0.0,0.44,1747.95,383.65,10.22,8.33,5.28
2025-07-10 16:15:00+02:00,0.0,0.44,1747.92,390.82,10.27,7.3,4.72
2025-07-10 16:30:00+02:00,0.0,0.44,1746.16,402.89,10.32,6.66,4.16
2025-07-10 16:45:00+02:00,0.0,0.44,1746.7,366.87,10.31,6.71,4.7
2025-07-10 17:00:00+02:00,0.0,0.44,1750.12,316.2,12.74,7.32,4.36
2025-07-10 17:15:00+02:00,0.0,0.44,1748.53,323.93,13.3,10.14,3.44
2025-07-10 17:30:00+02:00,0.0,0.44,1750.22,340.71,13.17,8.29,3.35
2025-07-10 17:45:00+02:00,0.0,0.44,1747.73,360.66,12.77,6.84,3.54
2025-07-10 18:00:00+02:00,0.0,0.44,1741.41,350.16,12.71,7.35,2.36
2025-07-10 18:15:00+02:00,0.0,0.44,1741.57,321.07,12.8,10.83,2.44
2025-07-10 18:30:00+02:00,0.0,0.44,1742.0,345.68,12.62,10.07,2.08
2025-07-10 18:45:00+02:00,0.0,0.44,1742.79,342.79,12.48,10.82,1.95
2025-07-10 19:00:00+02:00,0.0,0.44,1746.52,335.13,12.06,10.61,1.25
2025-07-10 19:15:00+02:00,0.0,0.44,1745.96,331.68,12.33,11.85,1.36
2025-07-10 19:30:00+02:00,0.0,0.44,1746.86,339.24,12.25,13.39,1.07
2025-07-10 19:45:00+02:00,0.0,0.44,1746.19,342.01,11.8,14.42,1.0
2025-07-10 20:00:00+02:00,0.0,0.44,1752.28,330.16,11.84,15.45,0.6
2025-07-10 20:15:00+02:00,0.0,0.44,1752.32,335.33,11.96,17.14,0.6
2025-07-10 20:30:00+02:00,0.0,0.44,1752.79,320.16,12.25,17.91,0.6
2025-07-10 20:45:00+02:00,0.0,0.44,1753.27,310.85,12.47,20.78,0.6
2025-07-10 21:00:00+02:00,0.0,0.44,1752.69,325.21,13.07,28.0,0.34
2025-07-10 21:15:00+02:00,0.0,0.44,1750.92,320.17,13.33,33.86,0.27
2025-07-10 21:30:00+02:00,0.0,0.44,1749.62,319.43,14.11,38.73,0.2
2025-07-10 21:45:00+02:00,0.0,0.44,1750.55,341.01,13.82,41.1,0.21
2025-07-10 22:00:00+02:00,0.0,0.44,1752.74,355.09,14.77,44.63,0.0
2025-07-10 22:15:00+02:00,0.0,0.44,1750.52,304.64,14.55,44.17,0.0
2025-07-10 22:30:00+02:00,0.0,0.44,1748.24,282.19,14.6,39.88,0.0
2025-07-10 22:45:00+02:00,0.0,0.44,1748.83,287.66,14.24,35.68,0.0
2025-07-10 23:00:00+02:00,0.0,0.44,1746.35,292.29,12.17,34.55,0.0
2025-07-10 23:15:00+02:00,0.0,0.44,1745.33,287.45,12.33,30.86,0.0
2025-07-10 23:30:00+02:00,0.0,0.44,1744.31,272.45,12.25,29.49,0.0
2025-07-10 23:45:00+02:00,0.0,0.44,1743.97,254.46,11.98,28.46,0.0
